,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3,stimulant,depressant,Continent
55,Americas,North America,United States of America,2.4,3.1,1.7,2016.0,15-64,ARQ,HHS,Cocaine,,,USA,2.4,,America
56,Americas,North America,United States of America,2.3,3.0,1.6,2015.0,15-64,ARQ,HHS,Cocaine,,,USA,2.3,,America
57,Americas,North America,United States of America,2.1,2.9,1.5,2014.0,15-64,ARQ,HHS,Cocaine,,,USA,2.1,,America
58,Americas,North America,United States of America,2.15,3.0,1.4,2013.0,15-64,ARQ,HHS,Cocaine,,,USA,2.15,,America
59,Americas,North America,United States of America,2.3,,,2012.0,15-64,ARQ,HHS,Cocaine,,,USA,2.3,,America
60,Americas,North America,United States of America,1.9,,,2011.0,15-64,ARQ,HHS,Cocaine,,,USA,1.9,,America
61,Americas,North America,United States of America,2.2,,,2010.0,15-64,ARQ,HHS,Cocaine,,,USA,2.2,,America
62,Americas,South America,Argentina,1.67,,,2017.0,15-64,UNODC Estimate,HHS,Cocaine,1.6,1.75,ARG,1.67,,America
63,Americas,South America,Argentina,0.73,1.26,0.11,2011.0,16-65,ARQ,HHS,Cocaine,,,ARG,0.73,,America
64,Americas,South America,Argentina,1.0,,,2008.0,12-65,Government source ,HHS ,Cocaine,,,ARG,1.0,,America
65,Americas,South America,Bolivia (Plurinational State of),0.74,1.1,0.43,2018.0,15-64,ARQ/UNODC Estimate,HHS,Cocaine,0.62,0.85,BOL,0.74,,America
66,Americas,South America,Bolivia (Plurinational State of),0.36,0.48,0.3,2014.0,12-65,UNODC Estimate,HHS,Cocaine,0.33,0.39,BOL,0.36,,America
67,Americas,South America,Bolivia (Plurinational State of),0.36,,,2013.0,12-65,UNODC Estimate,HHS,Cocaine,0.33,0.39,BOL,0.36,,America
68,Americas,South America,Bolivia (Plurinational State of),0.6,0.6,0.5,2007.0,15-64,ARQ,HHS,Cocaine,,,BOL,0.6,,America
69,Americas,South America,Brazil,2.18,3.73,0.74,2012.0,15-64,Government source,HHS,Cocaine,,,BRA,2.18,,America
70,Americas,South America,Brazil,0.7,,,2005.0,12-65,Government source ,HHS,Cocaine,,,BRA,0.7,,America
71,Americas,South America,Chile,0.76,1.37,0.17,2020.0,15-64,ARQ,HHS,Cocaine,,,CHL,0.76,,America
72,Americas,South America,Chile,1.42,2.4,0.46,2018.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.42,,America
73,Americas,South America,Chile,1.38,2.21,0.55,2016.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.38,,America
74,Americas,South America,Chile,1.73,2.85,0.65,2014.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.73,,America
75,Americas,South America,Chile,1.21,1.92,0.51,2012.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.21,,America
76,Americas,South America,Chile,1.01,,,2010.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.01,,America
77,Americas,South America,Chile,2.4,,,2008.0,15-64,ARQ ,HHS ,Cocaine,,,CHL,2.4,,America
78,Americas,South America,Colombia,0.62,0.97,0.2,2019.0,12-65,Government source/ARQ,HHS,Cocaine,0.57,0.67,COL,0.62,,America
79,Americas,South America,Colombia,0.7,1.23,0.2,2013.0,12-65,ARQ,HHS,Cocaine,0.55,0.84,COL,0.7,,America
80,Americas,South America,Colombia,0.72,1.28,0.22,2008.0,12-65,ARQ,HHS,Cocaine,0.53,0.9,COL,0.72,,America
81,Americas,South America,Colombia,0.8,,,2003.0,18-65,Government source ,,Cocaine,,,COL,0.8,,America
82,Americas,South America,Ecuador,1.69,,,2017.0,12-65,Government source/UNODC Estimate,SS,Cocaine,0.02,3.35,ECU,1.69,,America
83,Americas,South America,Ecuador,0.2,,,2007.0,12-65,ARQ,HHS,Cocaine,0.14,0.25,ECU,0.2,,America
84,Americas,South America,Paraguay,0.25,,,2003.0,12-64,UNODC Estimate,HHS,Cocaine,0.2,0.3,PRY,0.25,,America
85,Americas,South America,Peru,0.96,,,2017.0,15-64,Government source/UNODC Estimate,SS,Cocaine,0.18,1.75,PER,0.96,,America
86,Americas,South America,Peru,0.7,,,2010.0,12-65,Government source,HHS,Cocaine,,,PER,0.7,,America
87,Americas,South America,Peru,0.48,,,2006.0,15-64,ARQ ,HHS ,Cocaine,0.34,0.61,PER,0.48,,America
88,Americas,South America,Suriname,0.25,,,2013.0,12-65,UNODC Estimate/ARQ,HHS,Cocaine,0.2,0.3,SUR,0.25,,America
89,Americas,South America,Suriname,0.3,,,2007.0,12-65,Government source,HHS,Cocaine,,,SUR,0.3,,America
90,Americas,South America,Suriname,0.5,,,2002.0,15-64,UNODC Estimate ,,Cocaine,,,SUR,0.5,,America
91,Americas,South America,Uruguay,2.1,3.4,0.8,2018.0,15-65,ARQ,HHS,Cocaine,,,URY,2.1,,America
92,Americas,South America,Uruguay,1.8,2.6,1.0,2014.0,15-65,ARQ,HHS,Cocaine,,,URY,1.8,,America
93,Americas,South America,Uruguay,2.1,3.4,0.9,2011.0,15-65,ARQ,HHS,Cocaine,,,URY,2.1,,America
94,Americas,South America,Uruguay,1.7,,,2006.0,15-64,ARQ ,HHS ,Cocaine,,,URY,1.7,,America
95,Americas,South America,Venezuela (Bolivarian Republic of),0.64,,,2011.0,12-65,ARQ,HHS,Cocaine,,,VEN,0.64,,America
96,Americas,South America,Venezuela (Bolivarian Republic of),0.63,,,2005.0,15-64,Government source ,HHS ,Cocaine,,,VEN,0.63,,America
97,Asia,Central Asia and Transcaucasia,Armenia,0.1,,,2005.0,15-64,UNODC Estimate,HHS,Cocaine,,,ARM,0.1,,Asia
98,Asia,Central Asia and Transcaucasia,Georgia,0.0,0.0,0.0,2015.0,18-64,ARQ,HHS,Cocaine,,,GEO,0.0,,Asia
99,Asia,East and South-East Asia,"China, Taiwan Province of China",0.1,,,2005.0,15-64,AMCEWG,,Cocaine,,,TWN,0.1,,Asia
100,Asia,East and South-East Asia,Indonesia,0.03,0.06,0.0,2019.0,15-64,ARQ,HHS,Cocaine,,,IDN,0.03,,Asia
101,Asia,East and South-East Asia,Indonesia,0.0,0.0,0.0,2015.0,10-60,ARQ,HHS,Cocaine,,,IDN,0.0,,Asia
102,Asia,East and South-East Asia,Indonesia,0.01,,,2010.0,10-60,ARQ,HHS,Cocaine,,,IDN,0.01,,Asia
103,Asia,East and South-East Asia,Indonesia,0.02,,,2008.0,15-64,ARQ ,HHS ,Cocaine,,,IDN,0.02,,Asia
104,Asia,East and South-East Asia,Japan,0.03,,,2019.0,15-64,ARQ,HHS,Cocaine,,,JPN,0.03,,Asia
105,Asia,East and South-East Asia,Japan,0.0,,,2017.0,15-64,ARQ,HHS,Cocaine,,,JPN,0.0,,Asia
106,Asia,East and South-East Asia,Philippines,0.07,,,2016.0,10-69,ARQ,HHS,Cocaine,,,PHL,0.07,,Asia
107,Asia,East and South-East Asia,Philippines,0.04,,,2012.0,10-69,ARQ,HHS,Cocaine,,,PHL,0.04,,Asia
108,Asia,East and South-East Asia,Philippines,0.03,,,2005.0,15-64,UNODC Estimate,HHS,Cocaine,,,PHL,0.03,,Asia
109,Asia,East and South-East Asia,Republic of Korea,0.03,,,2004.0,15-64,ARQ,HHS,Cocaine,,,PRK,0.03,,Asia
110,Asia,East and South-East Asia,Thailand,0.06,,,2019.0,12-65,Government source,HHS,Cocaine,,,THA,0.06,,Asia
111,Asia,East and South-East Asia,Thailand,0.05,,,2007.0,15-64,ARQ,HHS,Cocaine,,,THA,0.05,,Asia
112,Asia,Near and Middle East/South-West Asia,Afghanistan,0.0,,,2009.0,15-64,UNODC/ Government source,HHS,Cocaine,,,AFG,0.0,,Asia
113,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.11,,,2011.0,15-64,Academic source,HHS,Cocaine,0.0,0.22,IRN,0.11,,Asia
114,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.01,,,2008.0,15-64,Government source,I,Cocaine,0.0,0.01,IRN,0.01,,Asia
115,Asia,Near and Middle East/South-West Asia,Israel,0.2,0.0,0.3,2020.0,18-86,ARQ,HHS,Cocaine,,,ISR,0.2,,Asia
116,Asia,Near and Middle East/South-West Asia,Israel,0.6,,,2016.0,18-65,UNODC Estimate,HHS,Cocaine,0.5,0.7,ISR,0.6,,Asia
117,Asia,Near and Middle East/South-West Asia,Israel,1.06,1.64,0.42,2009.0,18-40,ARQ,,Cocaine,0.94,1.19,ISR,1.06,,Asia
118,Asia,Near and Middle East/South-West Asia,Kuwait,0.04,,,2005.0,15-64,UNODC Estimate,,Cocaine,,,KWT,0.04,,Asia
119,Asia,Near and Middle East/South-West Asia,Pakistan,0.01,0.01,0.0,2012.0,15-64,Government/UNODC,,Cocaine,0.0,0.02,PAK,0.01,,Asia
120,Asia,Near and Middle East/South-West Asia,Syrian Arab Republic,0.0,,,2005.0,15-64,UNODC Estimate,,Cocaine,,,SYR,0.0,,Asia
121,Asia,South Asia,India,0.1,0.18,0.01,2018.0,10-75,Government source,HHS/I,Cocaine,,,IND,0.1,,Asia
122,Asia,South Asia,Maldives,0.04,,,2012.0,15-64,Government source,HHS,Cocaine,,,MDV,0.04,,Asia
123,Europe,Eastern Europe,Belarus,0.06,,,2007.0,15-64,ESPAD,SS,Cocaine,0.01,0.12,BLR,0.06,,Europe
124,Europe,Eastern Europe,Republic of Moldova,0.04,,,2008.0,15-64,Government sources,HHS,Cocaine,0.02,0.06,MDA,0.04,,Europe
125,Europe,Eastern Europe,Russian Federation,0.23,,,2007.0,15-64,ESPAD/UNODC Estimate,SS,Cocaine,0.16,0.29,RUS,0.23,,Europe
126,Europe,Eastern Europe,Ukraine,0.32,,,2015.0,15-64,ESPAD/UNODC Estimate,,Cocaine,0.01,0.62,UKR,0.32,,Europe
127,Europe,Eastern Europe,Ukraine,0.52,,,2011.0,15-64,ESPAD,SS,Cocaine,0.17,0.86,UKR,0.52,,Europe
128,Europe,Eastern Europe,Ukraine,0.23,,,2007.0,15-64,ESPAD ,SS ,Cocaine,0.16,0.29,UKR,0.23,,Europe
129,Europe,South-Eastern Europe,Albania,2.5,,,2014.0,15-64,Public health research,HHS,Cocaine,,,ALB,2.5,,Europe
130,Europe,South-Eastern Europe,Albania,2.5,4.5,0.5,2014.0,15-64,ARQ,HHS,Cocaine,,,ALB,2.5,,Europe
131,Europe,South-Eastern Europe,Albania,0.78,,,2006.0,15-64,Government sources,SS,Cocaine,0.01,1.62,ALB,0.78,,Europe
132,Europe,South-Eastern Europe,Albania,0.08,,,2004.0,15-64,UNODC Estimate ,,Cocaine,,,ALB,0.08,,Europe
133,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.63,,,2008.0,15-64,ESPAD,SS,Cocaine,0.01,1.92,BIH,0.63,,Africa
134,Europe,South-Eastern Europe,Bulgaria,0.6,0.7,0.5,2020.0,15-64,ARQ,HHS,Cocaine,,,BGR,0.6,,Europe
135,Europe,South-Eastern Europe,Bulgaria,0.3,0.4,0.2,2016.0,15-64,ARQ,HHS,Cocaine,,,BGR,0.3,,Europe
136,Europe,South-Eastern Europe,Bulgaria,0.2,0.2,0.1,2012.0,15-64,ARQ,HHS,Cocaine,,,BGR,0.2,,Europe
137,Europe,South-Eastern Europe,Bulgaria,0.6,,,2007.0,15-64,ARQ,HHS,Cocaine,,,BGR,0.6,,Europe
138,Europe,South-Eastern Europe,Bulgaria,0.3,,,2005.0,18-60,ARQ ,HHS ,Cocaine,,,BGR,0.3,,Europe
139,Europe,South-Eastern Europe,Croatia,1.9,2.8,0.9,2019.0,15-64,ARQ,HHS,Cocaine,,,HRV,1.9,,Europe
140,Europe,South-Eastern Europe,Croatia,0.8,1.2,0.4,2015.0,15-64,ARQ,HHS,Cocaine,,,HRV,0.8,,Europe
141,Europe,South-Eastern Europe,Croatia,0.5,,,2012.0,15-64,EMCDDA,HHS,Cocaine,,,HRV,0.5,,Europe
142,Europe,South-Eastern Europe,Croatia,0.88,,,2007.0,15-64,ESPAD ,SS ,Cocaine,0.87,0.89,HRV,0.88,,Europe
143,Europe,South-Eastern Europe,Montenegro,1.8,2.0,1.5,2017.0,15-64,ARQ,HHS,Cocaine,,,MNE,1.8,,Europe
144,Europe,South-Eastern Europe,Montenegro,0.62,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Cocaine,0.18,1.06,MNE,0.62,,Europe
145,Europe,South-Eastern Europe,Montenegro,0.52,,,2011.0,15-64,ESPAD,SS,Cocaine,0.17,0.86,MNE,0.52,,Europe
146,Europe,South-Eastern Europe,Montenegro,0.77,,,2008.0,15-64,ESPAD ,SS ,Cocaine,0.01,1.71,MNE,0.77,,Europe
147,Europe,South-Eastern Europe,North Macedonia,0.81,1.2,0.4,2017.0,15-64,ARQ,HHS,Cocaine,,,MKD,0.81,,Europe
148,Europe,South-Eastern Europe,North Macedonia,0.34,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Cocaine,0.03,0.65,MKD,0.34,,Europe
149,Europe,South-Eastern Europe,North Macedonia,0.08,,,2007.0,15-64,INCSR,,Cocaine,,,MKD,0.08,,Europe
150,Europe,South-Eastern Europe,Romania,0.5,0.6,0.4,2019.0,15-64,ARQ,HHS,Cocaine,,,ROU,0.5,,Europe
151,Europe,South-Eastern Europe,Romania,0.2,0.2,0.2,2016.0,15-64,ARQ,HHS,Cocaine,,,ROU,0.2,,Europe
152,Europe,South-Eastern Europe,Romania,0.2,0.2,0.2,2013.0,15-64,ARQ,HHS,Cocaine,,,ROU,0.2,,Europe
153,Europe,South-Eastern Europe,Romania,0.1,,,2010.0,15-64,ARQ,HHS,Cocaine,,,ROU,0.1,,Europe
154,Europe,South-Eastern Europe,Romania,0.04,,,2007.0,15-64,ARQ ,HHS ,Cocaine,,,ROU,0.04,,Europe
155,Europe,South-Eastern Europe,Serbia,0.1,0.1,0.1,2018.0,15-64,ARQ ,HHS ,Cocaine,,,SRB,0.1,,Europe
156,Europe,South-Eastern Europe,Serbia,0.1,0.2,0.0,2014.0,18-64,Government source,HHS,Cocaine,,,SRB,0.1,,Europe
157,Europe,South-Eastern Europe,Serbia,0.54,,,2008.0,15-64,Government sources,HHS,Cocaine,0.14,1.18,SRB,0.54,,Europe
158,Europe,South-Eastern Europe,Türkiye,0.05,0.11,,2018.0,15-64,ARQ,HHS,Cocaine,,,TUR,0.05,,Asia
159,Europe,South-Eastern Europe,Türkiye,0.05,0.11,,2017.0,15-64,EMCDDA,HHS,Cocaine,,,TUR,0.05,,Asia
160,Europe,South-Eastern Europe,Türkiye,0.04,,,2003.0,15-64,UNODC Estimate,,Cocaine,,,TUR,0.04,,Asia
161,Europe,Western and Central Europe,Austria,2.42,,,2020.0,15-64,Government source,HHS,Cocaine,2.02,2.9,AUT,2.42,,Europe
162,Europe,Western and Central Europe,Austria,0.4,0.4,0.3,2015.0,15-64,Government source,HHS,Cocaine,0.2,0.6,AUT,0.4,,Europe
163,Europe,Western and Central Europe,Austria,0.9,,,2008.0,15-64,ARQ,HHS,Cocaine,,,AUT,0.9,,Europe
164,Europe,Western and Central Europe,Austria,0.9,,,2004.0,15-64,EMCDDA ,HHS ,Cocaine,,,AUT,0.9,,Europe
165,Europe,Western and Central Europe,Belgium,1.4,2.2,0.4,2018.0,15-64,ARQ,HHS,Cocaine,,,BEL,1.4,,Europe
166,Europe,Western and Central Europe,Belgium,0.5,0.7,0.3,2013.0,15-64,ARQ,HHS,Cocaine,,,BEL,0.5,,Europe
167,Europe,Western and Central Europe,Belgium,0.9,1.3,0.5,2008.0,15-64,ARQ,HHS,Cocaine,,,BEL,0.9,,Europe
168,Europe,Western and Central Europe,Belgium,1.21,,,2007.0,15-64,ESPAD ,SS ,Cocaine,,,BEL,1.21,,Europe
169,Europe,Western and Central Europe,Cyprus,0.5,0.9,0.1,2019.0,15-64,ARQ,HHS,Cocaine,,,CYP,0.5,,Europe
170,Europe,Western and Central Europe,Cyprus,0.2,0.4,0.0,2016.0,15-64,ARQ,HHS,Cocaine,,,CYP,0.2,,Europe
171,Europe,Western and Central Europe,Cyprus,0.3,0.4,0.2,2012.0,15-64,ARQ,HHS,Cocaine,,,CYP,0.3,,Europe
172,Europe,Western and Central Europe,Cyprus,1.2,2.0,0.5,2009.0,15-64,ARQ,HHS,Cocaine,,,CYP,1.2,,Europe
173,Europe,Western and Central Europe,Cyprus,0.6,1.1,0.1,2006.0,15-65,ARQ ,,Cocaine,,,CYP,0.6,,Europe
174,Europe,Western and Central Europe,Czechia,0.5,0.2,0.7,2019.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.5,,Europe
175,Europe,Western and Central Europe,Czechia,0.1,0.1,0.1,2018.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.1,,Europe
176,Europe,Western and Central Europe,Czechia,0.1,0.0,0.2,2017.0,15-64,EMCDDA,HHS,Cocaine,,,CZE,0.1,,Europe
177,Europe,Western and Central Europe,Czechia,0.3,0.4,0.2,2016.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.3,,Europe
178,Europe,Western and Central Europe,Czechia,0.1,0.0,0.2,2015.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.1,,Europe
179,Europe,Western and Central Europe,Czechia,0.2,0.5,0.0,2014.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.2,,Europe
180,Europe,Western and Central Europe,Czechia,0.1,0.2,0.0,2013.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.1,,Europe
181,Europe,Western and Central Europe,Czechia,0.4,0.8,0.0,2012.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.4,,Europe
182,Europe,Western and Central Europe,Czechia,0.4,,,2010.0,15-64,ARQ,HHS,Cocaine,,,CZE,0.4,,Europe
183,Europe,Western and Central Europe,Czechia,0.7,,,2008.0,15-64,Government sources ,HHS ,Cocaine,,,CZE,0.7,,Europe
184,Europe,Western and Central Europe,Denmark,1.6,2.6,0.7,2017.0,16-64,ARQ,HHS,Cocaine,,,DNK,1.6,,Europe
185,Europe,Western and Central Europe,Denmark,0.9,1.5,0.5,2013.0,16-64,ARQ,HHS,Cocaine,,,DNK,0.9,,Europe
186,Europe,Western and Central Europe,Denmark,0.9,,,2010.0,16-64,ARQ,HHS,Cocaine,,,DNK,0.9,,Europe
187,Europe,Western and Central Europe,Denmark,1.4,,,2008.0,16-64,ARQ,HHS,Cocaine,,,DNK,1.4,,Europe
188,Europe,Western and Central Europe,Estonia,1.03,1.32,0.83,2018.0,16-64,ARQ,HHS,Cocaine,,,EST,1.03,,Europe
189,Europe,Western and Central Europe,Estonia,0.6,0.8,0.4,2008.0,15-64,ARQ,HHS,Cocaine,,,EST,0.6,,Europe
190,Europe,Western and Central Europe,Estonia,0.6,,,2003.0,15-64,ARQ ,HHS ,Cocaine,,,EST,0.6,,Europe
191,Europe,Western and Central Europe,Finland,0.9,1.4,0.5,2018.0,15-64,ARQ,HHS,Cocaine,,,FIN,0.9,,Europe
192,Europe,Western and Central Europe,Finland,0.5,0.9,0.1,2014.0,15-64,ARQ,HHS,Cocaine,,,FIN,0.5,,Europe
193,Europe,Western and Central Europe,Finland,0.2,0.3,0.1,2010.0,15-64,ARQ,HHS,Cocaine,,,FIN,0.2,,Europe
194,Europe,Western and Central Europe,Finland,0.5,,,2006.0,15-64,ARQ,,Cocaine,,,FIN,0.5,,Europe
195,Europe,Western and Central Europe,France,1.7,2.45,0.95,2017.0,18-64,ARQ/UNODC estimate,HHS,Cocaine,1.6,1.8,FRA,1.7,,Europe
196,Europe,Western and Central Europe,France,1.1,1.4,0.7,2014.0,15-64,ARQ,HHS,Cocaine,,,FRA,1.1,,Europe
197,Europe,Western and Central Europe,France,0.88,0.88,0.88,2010.0,15-64,EMCDDA,HHS,Cocaine,,,FRA,0.88,,Europe
198,Europe,Western and Central Europe,France,0.6,,,2005.0,15-64,ARQ ,,Cocaine,,,FRA,0.6,,Europe
199,Europe,Western and Central Europe,Germany,1.12,1.41,0.82,2018.0,18-64,ARQ,HHS,Cocaine,,,DEU,1.12,,Europe
200,Europe,Western and Central Europe,Germany,0.6,0.8,0.5,2015.0,18-64,ARQ/Academic,HHS,Cocaine,0.4,0.9,DEU,0.6,,Europe
201,Europe,Western and Central Europe,Germany,0.8,1.3,0.3,2012.0,18-64,ARQ,HHS,Cocaine,,,DEU,0.8,,Europe
202,Europe,Western and Central Europe,Germany,0.8,1.2,0.4,2009.0,18-64,ARQ,HHS,Cocaine,,,DEU,0.8,,Europe
203,Europe,Western and Central Europe,Germany,0.7,,,2006.0,18-64,Government source ,HHS ,Cocaine,,,DEU,0.7,,Europe
204,Europe,Western and Central Europe,Greece,0.4,0.5,0.3,2015.0,18-64,ARQ,HHS,Cocaine,,,GRC,0.4,,Europe
205,Europe,Western and Central Europe,Greece,0.1,0.1,0.1,2004.0,15-64,EMCDDA,,Cocaine,,,GRC,0.1,,Europe
206,Europe,Western and Central Europe,Hungary,0.3,0.5,0.3,2019.0,18-64,ARQ,HHS,Cocaine,,,HUN,0.3,,Europe
207,Europe,Western and Central Europe,Hungary,0.31,0.5,0.14,2015.0,18-64,ARQ,HHS,Cocaine,,,HUN,0.31,,Europe
208,Europe,Western and Central Europe,Hungary,0.2,,,2007.0,18-64,ARQ,HHS,Cocaine,0.0,0.4,HUN,0.2,,Europe
209,Europe,Western and Central Europe,Iceland,1.06,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Cocaine,0.29,1.83,ISL,1.06,,Europe
210,Europe,Western and Central Europe,Iceland,0.92,,,2011.0,15-64,ESPAD,SS,Cocaine,0.35,1.5,ISL,0.92,,Europe
211,Europe,Western and Central Europe,Iceland,0.88,,,2007.0,15-64,ESPAD ,SS ,Cocaine,0.87,0.89,ISL,0.88,,Europe
212,Europe,Western and Central Europe,Ireland,2.4,,,2019.0,15-64,ARQ/UNODC Estimate,HHS,Cocaine,2.3,2.5,IRL,2.4,,Europe
213,Europe,Western and Central Europe,Ireland,1.5,2.6,0.5,2015.0,15-64,ARQ,HHS,Cocaine,,,IRL,1.5,,Europe
214,Europe,Western and Central Europe,Ireland,1.5,2.3,0.7,2011.0,15-64,ARQ,HHS,Cocaine,,,IRL,1.5,,Europe
215,Europe,Western and Central Europe,Ireland,1.7,,,2007.0,15-64,Government source ,HHS ,Cocaine,,,IRL,1.7,,Europe
216,Europe,Western and Central Europe,Italy,1.21,1.46,0.95,2017.0,15-64,ARQ,HHS,Cocaine,,,ITA,1.21,,Europe
217,Europe,Western and Central Europe,Italy,1.1,1.4,0.7,2013.0,15-64,ARQ,HHS,Cocaine,,,ITA,1.1,,Europe
218,Europe,Western and Central Europe,Italy,0.6,1.01,0.25,2012.0,15-64,ARQ,HHS,Cocaine,,,ITA,0.6,,Europe
219,Europe,Western and Central Europe,Italy,2.1,,,2008.0,15-64,EMCDDA,HHS,Cocaine,,,ITA,2.1,,Europe
220,Europe,Western and Central Europe,Italy,2.1,,,2005.0,15-64,EMCDDA ,HHS ,Cocaine,,,ITA,2.1,,Europe
221,Europe,Western and Central Europe,Latvia,1.3,1.7,0.9,2020.0,15-64,ARQ,HHS,Cocaine,,,LVA,1.3,,Europe
222,Europe,Western and Central Europe,Latvia,0.5,0.8,0.3,2015.0,15-64,ARQ,HHS,Cocaine,,,LVA,0.5,,Europe
223,Europe,Western and Central Europe,Latvia,0.2,0.4,0.1,2011.0,15-64,ARQ,HHS,Cocaine,,,LVA,0.2,,Europe
224,Europe,Western and Central Europe,Latvia,0.5,,,2007.0,15-64,ARQ ,HHS ,Cocaine,,,LVA,0.5,,Europe
225,Europe,Western and Central Europe,Lithuania,0.1,0.3,0.04,2016.0,15-64,ARQ,HHS,Cocaine,,,LTU,0.1,,Europe
226,Europe,Western and Central Europe,Lithuania,0.2,0.3,0.0,2012.0,15-64,ARQ,HHS,Cocaine,,,LTU,0.2,,Europe
227,Europe,Western and Central Europe,Lithuania,0.2,,,2008.0,15-64,ARQ,HHS,Cocaine,,,LTU,0.2,,Europe
228,Europe,Western and Central Europe,Lithuania,0.3,,,2004.0,15-64,ARQ ,,Cocaine,,,LTU,0.3,,Europe
229,Europe,Western and Central Europe,Luxembourg,0.5,0.7,0.3,2019.0,15-64,ARQ,HHS,Cocaine,,,LUX,0.5,,Europe
230,Europe,Western and Central Europe,Luxembourg,0.4,,,2014.0,15-64,ARQ/Government source,HHS,Cocaine,,,LUX,0.4,,Europe
231,Europe,Western and Central Europe,Luxembourg,1.04,,,2010.0,15-64,ARQ,SS,Cocaine,0.3,1.8,LUX,1.04,,Europe
232,Europe,Western and Central Europe,Luxembourg,0.9,,,2003.0,15-64,UNODC Estimate,,Cocaine,,,LUX,0.9,,Europe
233,Europe,Western and Central Europe,Malta,0.5,,,2013.0,15-64,ARQ,HHS,Cocaine,,,MLT,0.5,,Europe
234,Europe,Western and Central Europe,Malta,1.78,,,2011.0,15-64,ESPAD,SS,Cocaine,0.69,2.86,MLT,1.78,,Europe
235,Europe,Western and Central Europe,Malta,1.11,,,2007.0,18-65,ESPAD ,SS ,Cocaine,1.07,1.15,MLT,1.11,,Europe
236,Europe,Western and Central Europe,Netherlands,2.1,2.5,1.7,2020.0,15-64,ARQ,HHS,Cocaine,,,NLD,2.1,,Europe
237,Europe,Western and Central Europe,Netherlands,2.3,3.4,1.3,2019.0,15-64,EMCDDA,HHS,Cocaine,,,NLD,2.3,,Europe
238,Europe,Western and Central Europe,Netherlands,2.0,2.7,1.3,2018.0,15-64,EMCDDA,HHS,Cocaine,,,NLD,2.0,,Europe
239,Europe,Western and Central Europe,Netherlands,2.2,3.0,1.4,2017.0,15-64,EMCDDA,HHS,Cocaine,1.9,2.6,NLD,2.2,,Europe
240,Europe,Western and Central Europe,Netherlands,2.0,3.0,1.0,2016.0,15-64,EMCDDA,HHS,Cocaine,,,NLD,2.0,,Europe
241,Europe,Western and Central Europe,Netherlands,1.9,2.8,1.0,2015.0,15-64,EMCDDA,HHS,Cocaine,,,NLD,1.9,,Europe
242,Europe,Western and Central Europe,Netherlands,1.6,2.2,1.0,2014.0,15-64,ARQ,HHS,Cocaine,,,NLD,1.6,,Europe
243,Europe,Western and Central Europe,Netherlands,1.2,,,2009.0,15-64,ARQ,HHS,Cocaine,,,NLD,1.2,,Europe
244,Europe,Western and Central Europe,Netherlands,0.6,,,2005.0,15-64,ARQ ,,Cocaine,,,NLD,0.6,,Europe
245,Europe,Western and Central Europe,Norway,0.8,1.2,0.4,2020.0,16-64,ARQ,HHS,Cocaine,,,NOR,0.8,,Europe
246,Europe,Western and Central Europe,Norway,1.2,1.6,0.8,2019.0,16-64,ARQ,HHS,Cocaine,,,NOR,1.2,,Europe
247,Europe,Western and Central Europe,Norway,1.2,2.1,0.2,2018.0,16-64,ARQ,HHS,Cocaine,,,NOR,1.2,,Europe
248,Europe,Western and Central Europe,Norway,1.1,1.4,0.7,2017.0,16-64,ARQ,HHS,Cocaine,,,NOR,1.1,,Europe
249,Europe,Western and Central Europe,Norway,0.6,1.0,0.3,2016.0,16-64,ARQ,HHS,Cocaine,,,NOR,0.6,,Europe
250,Europe,Western and Central Europe,Norway,1.0,1.7,0.3,2015.0,16-64,ARQ,HHS,Cocaine,,,NOR,1.0,,Europe
251,Europe,Western and Central Europe,Norway,1.0,1.6,0.3,2014.0,16-64,ARQ,HHS,Cocaine,,,NOR,1.0,,Europe
252,Europe,Western and Central Europe,Norway,0.9,1.6,0.2,2013.0,16-64,ARQ,HHS,Cocaine,,,NOR,0.9,,Europe
253,Europe,Western and Central Europe,Norway,0.4,,,2009.0,15-64,ARQ,HHS,Cocaine,,,NOR,0.4,,Europe
254,Europe,Western and Central Europe,Norway,0.8,,,2004.0,15-64,ARQ ,,Cocaine,,,NOR,0.8,,Europe
