,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3,stimulant,depressant,Continent,Country,PopMale,PopFemale,PopTotal,DrugConsumingPopulation
353,Americas,North America,United States of America,5.2,,,2011.0,15-64,ARQ/UNODC Estimate,HHS,Prescription opioids,,,USA,,5.2,America,United States of America,154669478.0,159207124.0,313876613.0,16321583.876000002
354,Americas,North America,United States of America,14.0,,,2010.0,15-64,ARQ,HHS ,Cannabis,,,USA,,14.0,America,United States of America,153272872.0,157909982.0,311182849.0,43565598.86
355,Americas,North America,United States of America,2.2,,,2010.0,15-64,ARQ,HHS,Cocaine,,,USA,2.2,,America,United States of America,153272872.0,157909982.0,311182849.0,6846022.678
356,Americas,North America,United States of America,1.8,,,2010.0,15-64,ARQ ,HHS,Amphetamines,,,USA,1.8,,America,United States of America,153272872.0,157909982.0,311182849.0,5601291.282000001
357,Americas,North America,United States of America,1.3,,,2010.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.3,,America,United States of America,153272872.0,157909982.0,311182849.0,4045377.037
358,Americas,North America,United States of America,6.22,,,2010.0,15-64,UNODC Estimate,HHS/I,Opioids,6.08,6.37,USA,,6.22,America,United States of America,153272872.0,157909982.0,311182849.0,19355573.2078
359,Americas,North America,United States of America,0.73,,,2010.0,15-64,UNODC Estimate,HHS/I,Opiates,0.59,0.87,USA,,0.73,America,United States of America,153272872.0,157909982.0,311182849.0,2271634.7977
360,Americas,North America,United States of America,5.7,,,2010.0,15-64,ARQ/ UNODC Estimate,HHS,Prescription opioids,,,USA,,5.7,America,United States of America,153272872.0,157909982.0,311182849.0,17737422.393
361,Americas,South America,Argentina,8.13,11.1,5.46,2017.0,15-64,ARQ,HHS,Cannabis,,,ARG,,8.13,America,Argentina,21805550.0,22249065.0,44054614.0,3581640.1182000004
362,Americas,South America,Argentina,1.67,,,2017.0,15-64,UNODC Estimate,HHS,Cocaine,1.6,1.75,ARG,1.67,,America,Argentina,21805550.0,22249065.0,44054614.0,735712.0538
363,Americas,South America,Argentina,0.33,0.46,0.22,2017.0,15-64,ARQ,HHS,Ecstasy,,,ARG,0.33,,America,Argentina,21805550.0,22249065.0,44054614.0,145380.2262
364,Americas,South America,Argentina,0.09,0.16,0.04,2017.0,15-64,ARQ,HHS,Prescription Stimulants,,,ARG,0.09,,America,Argentina,21805550.0,22249065.0,44054614.0,39649.1526
365,Americas,South America,Argentina,0.75,0.6,0.89,2017.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,ARG,,0.75,America,Argentina,21805550.0,22249065.0,44054614.0,330409.605
366,Americas,South America,Argentina,3.2,4.7,1.7,2011.0,15-64,ARQ,HHS,Cannabis,,,ARG,,3.2,America,Argentina,20523872.0,20996871.0,41520738.0,1328663.6160000002
367,Americas,South America,Argentina,0.73,1.26,0.11,2011.0,16-65,ARQ,HHS,Cocaine,,,ARG,0.73,,America,Argentina,20523872.0,20996871.0,41520738.0,303101.3874
368,Americas,South America,Argentina,0.1,0.1,0.1,2011.0,16-65,ARQ,HHS,Ecstasy,,,ARG,0.1,,America,Argentina,20523872.0,20996871.0,41520738.0,41520.738000000005
369,Americas,South America,Argentina,0.1,0.1,0.1,2011.0,16-65,Government source,,Prescription Stimulants,,,ARG,0.1,,America,Argentina,20523872.0,20996871.0,41520738.0,41520.738000000005
370,Americas,South America,Argentina,0.06,0.08,0.04,2011.0,16-65,ARQ/Government,HHS,Prescription opioids,,,ARG,,0.06,America,Argentina,20523872.0,20996871.0,41520738.0,24912.442799999997
371,Americas,South America,Argentina,1.3,1.2,1.4,2011.0,16-65,ARQ,HHS,Tranquillizers and sedatives,,,ARG,,1.3,America,Argentina,20523872.0,20996871.0,41520738.0,539769.594
372,Americas,South America,Argentina,3.7,,,2008.0,15-64,ARQ,HHS ,Cannabis,,,ARG,,3.7,America,Argentina,19886053.0,20387714.0,40273769.0,1490129.4530000002
373,Americas,South America,Argentina,1.0,,,2008.0,12-65,Government source ,HHS ,Cocaine,,,ARG,1.0,,America,Argentina,19886053.0,20387714.0,40273769.0,402737.69
374,Americas,South America,Argentina,0.2,,,2008.0,12-65,Government source ,HHS,Ecstasy,,,ARG,0.2,,America,Argentina,19886053.0,20387714.0,40273769.0,80547.538
375,Americas,South America,Argentina,0.2,,,2008.0,12-65,Government source,HHS,Prescription Stimulants,,,ARG,0.2,,America,Argentina,19886053.0,20387714.0,40273769.0,80547.538
376,Americas,South America,Bolivia (Plurinational State of),2.19,3.29,1.24,2018.0,15-64,ARQ,HHS,Cannabis,,,BOL,,2.19,America,Bolivia (Plurinational State of),5832722.0,5774179.0,11606906.0,254191.2414
377,Americas,South America,Bolivia (Plurinational State of),0.74,1.1,0.43,2018.0,15-64,ARQ/UNODC Estimate,HHS,Cocaine,0.62,0.85,BOL,0.74,,America,Bolivia (Plurinational State of),5832722.0,5774179.0,11606906.0,85891.1044
378,Americas,South America,Bolivia (Plurinational State of),0.06,0.05,0.07,2018.0,15-64,ARQ,HHS,Ecstasy,,,BOL,0.06,,America,Bolivia (Plurinational State of),5832722.0,5774179.0,11606906.0,6964.143599999999
379,Americas,South America,Bolivia (Plurinational State of),0.38,0.47,0.31,2018.0,12-65,ARQ,HHS,Prescription Stimulants,,,BOL,0.38,,America,Bolivia (Plurinational State of),5832722.0,5774179.0,11606906.0,44106.2428
380,Americas,South America,Bolivia (Plurinational State of),2.02,1.92,2.12,2018.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,BOL,,2.02,America,Bolivia (Plurinational State of),5832722.0,5774179.0,11606906.0,234459.5012
381,Americas,South America,Bolivia (Plurinational State of),2.05,1.97,2.11,2018.0,12-65,ARQ,HHS,Tranquillizers and sedatives,,,BOL,,2.05,America,Bolivia (Plurinational State of),5832722.0,5774179.0,11606906.0,237941.57299999997
382,Americas,South America,Bolivia (Plurinational State of),1.42,2.11,0.86,2014.0,12-65,ARQ/UNODC Estimate,HHS,Cannabis,1.27,1.57,BOL,,1.42,America,Bolivia (Plurinational State of),5493371.0,5423613.0,10916991.0,155021.27219999998
383,Americas,South America,Bolivia (Plurinational State of),0.36,0.48,0.3,2014.0,12-65,UNODC Estimate,HHS,Cocaine,0.33,0.39,BOL,0.36,,America,Bolivia (Plurinational State of),5493371.0,5423613.0,10916991.0,39301.1676
384,Americas,South America,Bolivia (Plurinational State of),0.1,0.4,0.0,2014.0,12-65,ARQ,HHS,Amphetamines,,,BOL,0.1,,America,Bolivia (Plurinational State of),5493371.0,5423613.0,10916991.0,10916.991000000002
385,Americas,South America,Bolivia (Plurinational State of),0.01,0.02,0.0,2014.0,12-65,ARQ,HHS,Ecstasy,,,BOL,0.01,,America,Bolivia (Plurinational State of),5493371.0,5423613.0,10916991.0,1091.6991
386,Americas,South America,Bolivia (Plurinational State of),0.26,0.42,0.12,2014.0,12-65,ARQ,HHS,Prescription Stimulants,,,BOL,0.26,,America,Bolivia (Plurinational State of),5493371.0,5423613.0,10916991.0,28384.176600000003
387,Americas,South America,Bolivia (Plurinational State of),1.87,2.07,1.71,2014.0,12-65,ARQ,HHS,Tranquillizers and sedatives,,,BOL,,1.87,America,Bolivia (Plurinational State of),5493371.0,5423613.0,10916991.0,204147.7317
388,Americas,South America,Bolivia (Plurinational State of),1.27,1.86,0.81,2013.0,12-65,ARQ,HHS,Cannabis,,,BOL,,1.27,America,Bolivia (Plurinational State of),5407883.0,5335478.0,10743352.0,136440.5704
389,Americas,South America,Bolivia (Plurinational State of),0.36,,,2013.0,12-65,UNODC Estimate,HHS,Cocaine,0.33,0.39,BOL,0.36,,America,Bolivia (Plurinational State of),5407883.0,5335478.0,10743352.0,38676.0672
390,Americas,South America,Bolivia (Plurinational State of),0.01,0.02,0.0,2013.0,12-65,ARQ,HHS,Ecstasy,,,BOL,0.01,,America,Bolivia (Plurinational State of),5407883.0,5335478.0,10743352.0,1074.3352
391,Americas,South America,Bolivia (Plurinational State of),0.26,0.42,0.12,2013.0,12-65,ARQ,HHS,Prescription Stimulants,,,BOL,0.26,,America,Bolivia (Plurinational State of),5407883.0,5335478.0,10743352.0,27932.7152
392,Americas,South America,Bolivia (Plurinational State of),1.87,2.07,1.71,2013.0,12-65,ARQ,HHS,Tranquillizers and sedatives,,,BOL,,1.87,America,Bolivia (Plurinational State of),5407883.0,5335478.0,10743352.0,200900.68240000002
393,Americas,South America,Bolivia (Plurinational State of),4.5,8.9,1.1,2007.0,12-65,ARQ,HHS,Cannabis,,,BOL,,4.5,America,Bolivia (Plurinational State of),4897759.0,4813401.0,9711155.0,437001.975
394,Americas,South America,Bolivia (Plurinational State of),0.6,0.6,0.5,2007.0,15-64,ARQ,HHS,Cocaine,,,BOL,0.6,,America,Bolivia (Plurinational State of),4897759.0,4813401.0,9711155.0,58266.93
395,Americas,South America,Bolivia (Plurinational State of),0.5,0.5,0.4,2007.0,12-65,ARQ,HHS,Amphetamines,,,BOL,0.5,,America,Bolivia (Plurinational State of),4897759.0,4813401.0,9711155.0,48555.775
396,Americas,South America,Bolivia (Plurinational State of),0.1,0.0,0.1,2007.0,12-65,ARQ,HHS,Ecstasy,,,BOL,0.1,,America,Bolivia (Plurinational State of),4897759.0,4813401.0,9711155.0,9711.155
397,Americas,South America,Bolivia (Plurinational State of),2.6,2.0,3.1,2007.0,12-65,ARQ,HHS,Tranquillizers and sedatives,,,BOL,,2.6,America,Bolivia (Plurinational State of),4897759.0,4813401.0,9711155.0,252490.03
398,Americas,South America,Brazil,2.81,5.1,0.66,2012.0,15-64,Government source,HHS,Cannabis,,,BRA,,2.81,America,Brazil,98526890.0,101450817.0,199977711.0,5619373.679099999
399,Americas,South America,Brazil,2.18,3.73,0.74,2012.0,15-64,Government source,HHS,Cocaine,,,BRA,2.18,,America,Brazil,98526890.0,101450817.0,199977711.0,4359514.0998
400,Americas,South America,Brazil,1.23,0.78,1.64,2012.0,15-64,Government source,HHS,Amphetamines,,,BRA,1.23,,America,Brazil,98526890.0,101450817.0,199977711.0,2459725.8453
401,Americas,South America,Brazil,0.25,0.16,0.34,2012.0,15-64,Government source,HHS,Ecstasy,,,BRA,0.25,,America,Brazil,98526890.0,101450817.0,199977711.0,499944.2775
402,Americas,South America,Brazil,0.64,0.45,0.82,2012.0,15-64,Government source,HHS,Opioids,,,BRA,,0.64,America,Brazil,98526890.0,101450817.0,199977711.0,1279857.3504
403,Americas,South America,Brazil,0.2,0.1,0.3,2012.0,15-64,Government source,HHS,Opiates,,,BRA,,0.2,America,Brazil,98526890.0,101450817.0,199977711.0,399955.422
404,Americas,South America,Brazil,0.57,0.45,0.69,2012.0,15-64,Government source,HHS,Prescription opioids,,,BRA,,0.57,America,Brazil,98526890.0,101450817.0,199977711.0,1139872.9527
405,Americas,South America,Brazil,5.68,3.18,8.03,2012.0,15-64,Government source,HHS,Tranquillizers and sedatives,,,BRA,,5.68,America,Brazil,98526890.0,101450817.0,199977711.0,11358733.9848
406,Americas,South America,Brazil,2.6,,,2005.0,12-65,Government source ,HHS,Cannabis,,,BRA,,2.6,America,Brazil,92281707.0,94515637.0,186797341.0,4856730.866
407,Americas,South America,Brazil,0.7,,,2005.0,12-65,Government source ,HHS,Cocaine,,,BRA,0.7,,America,Brazil,92281707.0,94515637.0,186797341.0,1307581.3869999999
408,Americas,South America,Brazil,0.2,,,2005.0,15-64,UNODC Estimate ,,Ecstasy,,,BRA,0.2,,America,Brazil,92281707.0,94515637.0,186797341.0,373594.68200000003
409,Americas,South America,Brazil,0.7,,,2005.0,15-64,ARQ,HHS,Prescription Stimulants,,,BRA,0.7,,America,Brazil,92281707.0,94515637.0,186797341.0,1307581.3869999999
410,Americas,South America,Brazil,0.4,,,2005.0,12-65,ARQ,HHS,Prescription opioids,,,BRA,,0.4,America,Brazil,92281707.0,94515637.0,186797341.0,747189.3640000001
411,Americas,South America,Brazil,2.1,,,2005.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,BRA,,2.1,America,Brazil,92281707.0,94515637.0,186797341.0,3922744.1610000003
412,Americas,South America,Chile,12.05,17.05,7.17,2020.0,15-64,ARQ,HHS,Cannabis,,,CHL,,12.05,America,Chile,9579955.0,9720355.0,19300319.0,2325688.4395000003
413,Americas,South America,Chile,0.76,1.37,0.17,2020.0,15-64,ARQ,HHS,Cocaine,,,CHL,0.76,,America,Chile,9579955.0,9720355.0,19300319.0,146682.4244
414,Americas,South America,Chile,0.18,0.1,,2020.0,15-64,ARQ,HHS,Amphetamines,,,CHL,0.18,,America,Chile,9579955.0,9720355.0,19300319.0,34740.5742
415,Americas,South America,Chile,0.3,0.54,0.08,2020.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.3,,America,Chile,9579955.0,9720355.0,19300319.0,57900.957
416,Americas,South America,Chile,0.18,0.1,0.25,2020.0,15-64,ARQ,HHS,Prescription Stimulants,,,CHL,0.18,,America,Chile,9579955.0,9720355.0,19300319.0,34740.5742
417,Americas,South America,Chile,1.22,1.41,1.04,2020.0,15-64,ARQ,HHS,Opioids,,,CHL,,1.22,America,Chile,9579955.0,9720355.0,19300319.0,235463.89179999998
418,Americas,South America,Chile,1.22,1.41,1.04,2020.0,15-64,ARQ,HHS,Prescription opioids,,,CHL,,1.22,America,Chile,9579955.0,9720355.0,19300319.0,235463.89179999998
419,Americas,South America,Chile,2.06,2.36,1.77,2020.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,CHL,,2.06,America,Chile,9579955.0,9720355.0,19300319.0,397586.5714
420,Americas,South America,Chile,13.33,18.98,7.76,2018.0,15-64,ARQ,HHS,Cannabis,,,CHL,,13.33,America,Chile,9281299.0,9420148.0,18701452.0,2492903.5516
421,Americas,South America,Chile,1.42,2.4,0.46,2018.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.42,,America,Chile,9281299.0,9420148.0,18701452.0,265560.6184
422,Americas,South America,Chile,0.08,0.14,0.03,2018.0,15-64,ARQ,HHS,Amphetamines,,,CHL,0.08,,America,Chile,9281299.0,9420148.0,18701452.0,14961.1616
423,Americas,South America,Chile,0.27,0.36,0.17,2018.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.27,,America,Chile,9281299.0,9420148.0,18701452.0,50493.9204
424,Americas,South America,Chile,0.19,0.17,0.22,2018.0,15-64,ARQ,HHS,Prescription Stimulants,,,CHL,0.19,,America,Chile,9281299.0,9420148.0,18701452.0,35532.758799999996
425,Americas,South America,Chile,1.14,1.21,1.08,2018.0,15-64,ARQ,HHS,Opioids,,,CHL,,1.14,America,Chile,9281299.0,9420148.0,18701452.0,213196.55279999998
426,Americas,South America,Chile,0.0,0.0,0.0,2018.0,15-64,ARQ,HHS,Opiates,,,CHL,,0.0,America,Chile,9281299.0,9420148.0,18701452.0,0.0
427,Americas,South America,Chile,1.14,1.21,1.08,2018.0,15-64,ARQ,HHS,Prescription opioids,,,CHL,,1.14,America,Chile,9281299.0,9420148.0,18701452.0,213196.55279999998
428,Americas,South America,Chile,1.44,1.18,1.69,2018.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,CHL,,1.44,America,Chile,9281299.0,9420148.0,18701452.0,269300.9088
429,Americas,South America,Chile,15.1,19.11,11.07,2016.0,15-64,ARQ,HHS,Cannabis,,,CHL,,15.1,America,Chile,8971933.0,9111944.0,18083879.0,2730665.729
430,Americas,South America,Chile,1.38,2.21,0.55,2016.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.38,,America,Chile,8971933.0,9111944.0,18083879.0,249557.5302
431,Americas,South America,Chile,0.18,0.25,0.11,2016.0,15-64,ARQ,HHS,Amphetamines,,,CHL,0.18,,America,Chile,8971933.0,9111944.0,18083879.0,32550.9822
432,Americas,South America,Chile,0.06,0.09,0.03,2016.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.06,,America,Chile,8971933.0,9111944.0,18083879.0,10850.3274
433,Americas,South America,Chile,0.25,0.35,0.15,2016.0,15-64,ARQ,HHS,Prescription Stimulants,,,CHL,0.25,,America,Chile,8971933.0,9111944.0,18083879.0,45209.6975
434,Americas,South America,Chile,1.22,0.94,1.5,2016.0,15-64,ARQ,HHS,Opioids,,,CHL,,1.22,America,Chile,8971933.0,9111944.0,18083879.0,220623.32379999998
435,Americas,South America,Chile,0.0,0.0,0.0,2016.0,15-64,ARQ,HHS,Opiates,,,CHL,,0.0,America,Chile,8971933.0,9111944.0,18083879.0,0.0
436,Americas,South America,Chile,1.22,0.94,1.5,2016.0,15-64,ARQ,HHS,Prescription opioids,,,CHL,,1.22,America,Chile,8971933.0,9111944.0,18083879.0,220623.32379999998
437,Americas,South America,Chile,1.77,1.54,2.01,2016.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,CHL,,1.77,America,Chile,8971933.0,9111944.0,18083879.0,320084.6583
438,Americas,South America,Chile,11.83,15.37,8.38,2014.0,15-64,ARQ,HHS,Cannabis,,,CHL,,11.83,America,Chile,8775555.0,8911559.0,17687107.0,2092384.7581
439,Americas,South America,Chile,1.73,2.85,0.65,2014.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.73,,America,Chile,8775555.0,8911559.0,17687107.0,305986.9511
440,Americas,South America,Chile,0.06,0.06,0.06,2014.0,15-64,ARQ,HHS,Amphetamines,,,CHL,0.06,,America,Chile,8775555.0,8911559.0,17687107.0,10612.2642
441,Americas,South America,Chile,0.08,0.1,0.05,2014.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.08,,America,Chile,8775555.0,8911559.0,17687107.0,14149.6856
442,Americas,South America,Chile,0.14,0.17,0.12,2014.0,15-64,ARQ,HHS,Prescription Stimulants,,,CHL,0.14,,America,Chile,8775555.0,8911559.0,17687107.0,24761.949800000006
443,Americas,South America,Chile,0.58,0.54,0.62,2014.0,15-64,ARQ,HHS,Opioids,,,CHL,,0.58,America,Chile,8775555.0,8911559.0,17687107.0,102585.22059999999
444,Americas,South America,Chile,0.02,0.05,0.0,2014.0,15-64,ARQ,HHS,Opiates,,,CHL,,0.02,America,Chile,8775555.0,8911559.0,17687107.0,3537.4214
445,Americas,South America,Chile,0.56,0.5,0.62,2014.0,15-64,ARQ,HHS,Prescription opioids,,,CHL,,0.56,America,Chile,8775555.0,8911559.0,17687107.0,99047.79920000002
446,Americas,South America,Chile,1.2,0.97,1.43,2014.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,CHL,,1.2,America,Chile,8775555.0,8911559.0,17687107.0,212245.28399999999
447,Americas,South America,Chile,7.47,10.52,4.52,2012.0,15-64,ARQ,HHS,Cannabis,,,CHL,,7.47,America,Chile,8605190.0,8736586.0,17341770.0,1295430.2189999998
448,Americas,South America,Chile,1.21,1.92,0.51,2012.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.21,,America,Chile,8605190.0,8736586.0,17341770.0,209835.417
449,Americas,South America,Chile,0.08,0.14,0.03,2012.0,15-64,ARQ,HHS,Amphetamines,,,CHL,0.08,,America,Chile,8605190.0,8736586.0,17341770.0,13873.416000000001
450,Americas,South America,Chile,0.05,0.1,0.0,2012.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.05,,America,Chile,8605190.0,8736586.0,17341770.0,8670.885
451,Americas,South America,Chile,0.25,0.1,0.4,2012.0,15-64,ARQ,HHS,Prescription Stimulants,,,CHL,0.25,,America,Chile,8605190.0,8736586.0,17341770.0,43354.425
452,Americas,South America,Chile,0.28,0.24,0.32,2012.0,15-64,ARQ,HHS,Prescription opioids,,,CHL,,0.28,America,Chile,8605190.0,8736586.0,17341770.0,48556.956000000006
453,Americas,South America,Chile,1.53,1.33,1.71,2012.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,CHL,,1.53,America,Chile,8605190.0,8736586.0,17341770.0,265329.081
454,Americas,South America,Chile,4.88,,,2010.0,15-64,ARQ,,Cannabis,,,CHL,,4.88,America,Chile,8437986.0,8566182.0,17004167.0,829803.3496
455,Americas,South America,Chile,1.01,,,2010.0,15-64,ARQ,HHS,Cocaine,,,CHL,1.01,,America,Chile,8437986.0,8566182.0,17004167.0,171742.0867
456,Americas,South America,Chile,0.27,,,2010.0,15-64,ARQ,HHS,Amphetamines,0.17,0.37,CHL,0.27,,America,Chile,8437986.0,8566182.0,17004167.0,45911.2509
457,Americas,South America,Chile,0.01,,,2010.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.01,,America,Chile,8437986.0,8566182.0,17004167.0,1700.4167000000002
458,Americas,South America,Chile,0.14,,,2010.0,15-64,ARQ,,Prescription Stimulants,,,CHL,0.14,,America,Chile,8437986.0,8566182.0,17004167.0,23805.833800000004
459,Americas,South America,Chile,0.02,,,2010.0,15-64,ARQ,HHS,Opiates,,,CHL,,0.02,America,Chile,8437986.0,8566182.0,17004167.0,3400.8334000000004
460,Americas,South America,Chile,0.27,,,2010.0,15-64,ARQ,HHS,Prescription opioids,,,CHL,,0.27,America,Chile,8437986.0,8566182.0,17004167.0,45911.2509
461,Americas,South America,Chile,6.7,,,2008.0,15-64,ARQ ,HHS ,Cannabis,,,CHL,,6.7,America,Chile,8268942.000000001,8392525.0,16661463.0,1116318.0210000002
462,Americas,South America,Chile,2.4,,,2008.0,15-64,ARQ ,HHS ,Cocaine,,,CHL,2.4,,America,Chile,8268942.000000001,8392525.0,16661463.0,399875.11199999996
463,Americas,South America,Chile,0.4,,,2008.0,15-64,ARQ ,HHS ,Amphetamines,,,CHL,0.4,,America,Chile,8268942.000000001,8392525.0,16661463.0,66645.852
464,Americas,South America,Chile,0.1,,,2008.0,15-64,ARQ ,HHS ,Ecstasy,,,CHL,0.1,,America,Chile,8268942.000000001,8392525.0,16661463.0,16661.463
465,Americas,South America,Chile,0.1,,,2008.0,15-64,HHS ,HHS ,Opiates,,,CHL,,0.1,America,Chile,8268942.000000001,8392525.0,16661463.0,16661.463
466,Americas,South America,Chile,0.4,,,2008.0,15-64,HHS ,HHS ,Prescription opioids,,,CHL,,0.4,America,Chile,8268942.000000001,8392525.0,16661463.0,66645.852
467,Americas,South America,Colombia,2.68,4.21,1.26,2019.0,12-65,Government source,HHS,Cannabis,2.46,2.9,COL,,2.68,America,Colombia,24779306.0,25408109.0,50187404.0,1345022.4272
468,Americas,South America,Colombia,0.62,0.97,0.2,2019.0,12-65,Government source/ARQ,HHS,Cocaine,0.57,0.67,COL,0.62,,America,Colombia,24779306.0,25408109.0,50187404.0,311161.9048
469,Americas,South America,Colombia,0.16,0.22,0.1,2019.0,12-65,Government source,HHS,Ecstasy,0.11,0.21,COL,0.16,,America,Colombia,24779306.0,25408109.0,50187404.0,80299.84640000001
470,Americas,South America,Colombia,0.11,0.16,0.07,2019.0,12-65,Government source,HHS,Prescription Stimulants,,,COL,0.11,,America,Colombia,24779306.0,25408109.0,50187404.0,55206.144400000005
471,Americas,South America,Colombia,0.28,0.2,0.35,2019.0,12-65,Government source,HHS,Opioids,,,COL,,0.28,America,Colombia,24779306.0,25408109.0,50187404.0,140524.7312
472,Americas,South America,Colombia,0.02,0.02,0.01,2019.0,12-65,Government source,HHS,Opiates,0.01,0.03,COL,,0.02,America,Colombia,24779306.0,25408109.0,50187404.0,10037.480800000001
473,Americas,South America,Colombia,0.28,0.2,0.35,2019.0,12-65,Government source,HHS,Prescription opioids,,,COL,,0.28,America,Colombia,24779306.0,25408109.0,50187404.0,140524.7312
474,Americas,South America,Colombia,0.61,0.64,0.58,2019.0,12-65,Government source,HHS,Tranquillizers and sedatives,,,COL,,0.61,America,Colombia,24779306.0,25408109.0,50187404.0,306143.16439999995
475,Americas,South America,Colombia,3.27,5.36,1.3,2013.0,12-65,ARQ,HHS,Cannabis,2.94,3.6,COL,,3.27,America,Colombia,22850381.0,23387544.0,46237930.0,1511980.311
476,Americas,South America,Colombia,0.7,1.23,0.2,2013.0,12-65,ARQ,HHS,Cocaine,0.55,0.84,COL,0.7,,America,Colombia,22850381.0,23387544.0,46237930.0,323665.50999999995
477,Americas,South America,Colombia,0.19,0.29,0.1,2013.0,12-65,ARQ,HHS,Ecstasy,0.09,0.29,COL,0.19,,America,Colombia,22850381.0,23387544.0,46237930.0,87852.067
478,Americas,South America,Colombia,0.04,0.07,0.01,2013.0,12-65,ARQ,HHS,Prescription Stimulants,,,COL,0.04,,America,Colombia,22850381.0,23387544.0,46237930.0,18495.172
479,Americas,South America,Colombia,0.03,,,2013.0,12-65,Government source,HHS,Opiates,,,COL,,0.03,America,Colombia,22850381.0,23387544.0,46237930.0,13871.378999999999
480,Americas,South America,Colombia,0.53,0.55,0.51,2013.0,12-65,Government source,HHS,Tranquillizers and sedatives,,,COL,,0.53,America,Colombia,22850381.0,23387544.0,46237930.0,245061.029
481,Americas,South America,Colombia,2.27,3.79,0.93,2008.0,12-65,ARQ,,Cannabis,1.93,2.61,COL,,2.27,America,Colombia,21686630.0,22128684.0,43815314.0,994607.6278
482,Americas,South America,Colombia,0.72,1.28,0.22,2008.0,12-65,ARQ,HHS,Cocaine,0.53,0.9,COL,0.72,,America,Colombia,21686630.0,22128684.0,43815314.0,315470.2608
483,Americas,South America,Colombia,0.06,,,2008.0,12-65,ARQ,HHS,Amphetamines,,,COL,0.06,,America,Colombia,21686630.0,22128684.0,43815314.0,26289.1884
484,Americas,South America,Colombia,0.28,0.41,0.17,2008.0,12-65,ARQ,HHS,Ecstasy,0.17,0.39,COL,0.28,,America,Colombia,21686630.0,22128684.0,43815314.0,122682.87920000002
485,Americas,South America,Colombia,0.06,0.06,0.05,2008.0,12-65,ARQ/Government source,HHS,Prescription Stimulants,,,COL,0.06,,America,Colombia,21686630.0,22128684.0,43815314.0,26289.1884
486,Americas,South America,Colombia,0.02,,,2008.0,12-64,ARQ,HHS,Opiates,,,COL,,0.02,America,Colombia,21686630.0,22128684.0,43815314.0,8763.0628
487,Americas,South America,Colombia,0.52,0.52,0.52,2008.0,12-65,ARQ/Government,HHS,Tranquillizers and sedatives,,,COL,,0.52,America,Colombia,21686630.0,22128684.0,43815314.0,227839.63280000002
488,Americas,South America,Colombia,1.9,,,2003.0,18-65 ,ARQ ,,Cannabis,,,COL,,1.9,America,Colombia,20357985.0,20699711.0,41057689.0,780096.0909999999
489,Americas,South America,Colombia,0.8,,,2003.0,18-65,Government source ,,Cocaine,,,COL,0.8,,America,Colombia,20357985.0,20699711.0,41057689.0,328461.51200000005
490,Americas,South America,Colombia,1.2,1.7,0.9,2003.0,18-65,ARQ/UNODC,HHS,Tranquillizers and sedatives,,,COL,,1.2,America,Colombia,20357985.0,20699711.0,41057689.0,492692.268
491,Americas,South America,Ecuador,0.67,0.84,0.53,2013.0,12-65,ARQ,HHS,Cannabis,,,ECU,,0.67,America,Ecuador,7863797.000000001,7859199.0,15722988.0,105344.01960000001
492,Americas,South America,Ecuador,0.01,0.01,0.0,2013.0,12-65,ARQ,HHS,Ecstasy,,,ECU,0.01,,America,Ecuador,7863797.000000001,7859199.0,15722988.0,1572.2988
493,Americas,South America,Ecuador,0.04,0.0,0.02,2013.0,12-65,ARQ,HHS,Opioids,,,ECU,,0.04,America,Ecuador,7863797.000000001,7859199.0,15722988.0,6289.1952
494,Americas,South America,Ecuador,0.01,,,2013.0,12-65,ARQ,HHS,Opiates,,,ECU,,0.01,America,Ecuador,7863797.000000001,7859199.0,15722988.0,1572.2988
495,Americas,South America,Ecuador,0.03,0.01,,2013.0,12-65,ARQ,HHS,Opiates,,,ECU,,0.03,America,Ecuador,7863797.000000001,7859199.0,15722988.0,4716.8964
496,Americas,South America,Ecuador,0.7,,,2007.0,12-65,ARQ,HHS,Cannabis,,,ECU,,0.7,America,Ecuador,7133073.0,7118768.0,14251838.0,99762.866
497,Americas,South America,Ecuador,0.2,,,2007.0,12-65,ARQ,HHS,Cocaine,0.14,0.25,ECU,0.2,,America,Ecuador,7133073.0,7118768.0,14251838.0,28503.676
