,Entity,Code,Year,Anxiety_disorders_%,Mental_disorders_male(%),Mental_disorders_female(%),Total,Depressive_disorders(%),World Population,Yearly Change,Net Change,Density (P/Km²)
1505,Niger,NER,1996,2.84,0.00754508416116713,0.007929880998405492,0.015474965159572623,0.004503808863870203,5824891951,1.40 %,80678972.0,39.0
1506,Nigeria,NGA,1996,2.95,0.08924953533442805,0.0893033045721469,0.17855283990657494,0.057172270799431345,5824891951,1.40 %,80678972.0,39.0
1507,Niue,NIU,1996,4.16,2.008620949267802e-06,2.145962552636541e-06,4.1545835019043425e-06,1.1330682277920936e-06,5824891951,1.40 %,80678972.0,39.0
1508,North America (WB),,1996,5.82,0.37264862906639,0.43612094805705004,0.8087695771234402,0.23496695072001,5824891951,1.40 %,80678972.0,39.0
1509,North Korea,PRK,1996,3.78,0.019185797940992573,0.02316791472446662,0.04235371266545919,0.010875068676445566,5824891951,1.40 %,80678972.0,39.0
1510,North Macedonia,MKD,1996,3.82,0.001798659973117843,0.002118030704051424,0.003916690677169266,0.0009846706253521715,5824891951,1.40 %,80678972.0,39.0
1511,Northern Ireland,,1996,6.29,0.0019750752626449875,0.0024751188728101437,0.004450194135455132,0.0013045735549988059,5824891951,1.40 %,80678972.0,39.0
1512,Northern Mariana Islands,MNP,1996,4.14,4.571758622136886e-05,4.516821980789391e-05,9.088580602926278e-05,2.2627029154999685e-05,5824891951,1.40 %,80678972.0,39.0
1513,Norway,NOR,1996,7.69,0.005156679343183923,0.006334572436775489,0.011491251779959412,0.002544115860802514,5824891951,1.40 %,80678972.0,39.0
1514,OECD Countries,,1996,4.95,1.2321217904767965,1.4750695587623612,2.707191349239158,0.7555141000073805,5824891951,1.40 %,80678972.0,39.0
1515,Oman,OMN,1996,4.71,0.002699758232820137,0.0020776694403614356,0.004777427673181573,0.0012405380324281314,5824891951,1.40 %,80678972.0,39.0
1516,Pakistan,PAK,1996,3.41,0.12250010918700388,0.10890897296233813,0.23140908214934203,0.061708011586084785,5824891951,1.40 %,80678972.0,39.0
1517,Palau,PLW,1996,4.12,1.7253538923197788e-05,1.742521592740871e-05,3.4678754850606496e-05,9.785589240022627e-06,5824891951,1.40 %,80678972.0,39.0
1518,Palestine,PSE,1996,5.66,0.0034820731733088933,0.0034834122539417387,0.006965485427250631,0.002049377070067475,5824891951,1.40 %,80678972.0,39.0
1519,Panama,PAN,1996,3.64,0.0025457467923425178,0.0026418859147006347,0.0051876327070431525,0.001238048715867073,5824891951,1.40 %,80678972.0,39.0
1520,Papua New Guinea,PNG,1996,3.98,0.004686627705654415,0.004445163999231751,0.009131791704886167,0.0021310609886710324,5824891951,1.40 %,80678972.0,39.0
1521,Paraguay,PRY,1996,6.41,0.005027063205004676,0.0061427405522702025,0.011169803757274879,0.0024381568138035323,5824891951,1.40 %,80678972.0,39.0
1522,Peru,PER,1996,5.65,0.025631325225589578,0.0275418842700521,0.05317320949564168,0.008492706889010585,5824891951,1.40 %,80678972.0,39.0
1523,Philippines,PHL,1996,4.58,0.06567957023379986,0.0734100827272152,0.13908965296101505,0.029781033100574335,5824891951,1.40 %,80678972.0,39.0
1524,Poland,POL,1996,3.34,0.03303357411925322,0.037179436429343654,0.07021301054859687,0.016722576284574246,5824891951,1.40 %,80678972.0,39.0
1525,Portugal,PRT,1996,8.56,0.013427837058260311,0.019259430208098637,0.03268726726635895,0.010007430264863981,5824891951,1.40 %,80678972.0,39.0
1526,Puerto Rico,PRI,1996,4.65,0.00437771210427728,0.004605201302557174,0.008982913406834454,0.0020122605017570735,5824891951,1.40 %,80678972.0,39.0
1527,Qatar,QAT,1996,4.56,0.0007958430884205769,0.00042939852293236126,0.001225241611352938,0.000399406550296713,5824891951,1.40 %,80678972.0,39.0
1528,Region of the Americas (WHO),,1996,5.4,0.8668795477198714,1.018571786379905,1.8854513340997765,0.49173188517398475,5824891951,1.40 %,80678972.0,39.0
1529,Romania,ROU,1996,3.44,0.02034885814142031,0.024412452831092866,0.04476131097251318,0.012000857799259116,5824891951,1.40 %,80678972.0,39.0
1530,Russia,RUS,1996,3.36,0.13642447047684303,0.16572406975450865,0.3021485402313517,0.09718245501580806,5824891951,1.40 %,80678972.0,39.0
1531,Rwanda,RWA,1996,3.6,0.006195445392562957,0.007532380062855522,0.013727825455418478,0.004699366139366865,5824891951,1.40 %,80678972.0,39.0
1532,Saint Kitts and Nevis,KNA,1996,4.43,5.1932293773804284e-05,5.375207001844007e-05,0.00010568436379224436,2.7279475969115708e-05,5824891951,1.40 %,80678972.0,39.0
1533,Saint Lucia,LCA,1996,4.39,0.00017212336442187166,0.00017057827138397335,0.00034270163580584504,7.299706219048458e-05,5824891951,1.40 %,80678972.0,39.0
1534,Saint Vincent and the Grenadines,VCT,1996,4.32,0.00013359904467694048,0.00012352160452975929,0.00025712064920669974,5.3958082423493175e-05,5824891951,1.40 %,80678972.0,39.0
1535,Samoa,WSM,1996,4.08,0.00016232060748142793,0.00015037188798834768,0.0003126924954697756,7.031890092479416e-05,5824891951,1.40 %,80678972.0,39.0
1536,San Marino,SMR,1996,6.0,2.9717289428910814e-05,3.759726392219219e-05,6.7314553351103e-05,2.0395228100257683e-05,5824891951,1.40 %,80678972.0,39.0
1537,Sao Tome and Principe,STP,1996,3.1,0.00010477447566992647,0.00011047415220972911,0.00021524862787965557,6.018995767634969e-05,5824891951,1.40 %,80678972.0,39.0
1538,Saudi Arabia,SAU,1996,4.53,0.022079413846967683,0.018152319543343235,0.040231733390310914,0.011302698926234554,5824891951,1.40 %,80678972.0,39.0
1539,Scotland,,1996,4.5,0.005446967989604173,0.006503536944319879,0.011950504933924053,0.004041963387141977,5824891951,1.40 %,80678972.0,39.0
1540,Senegal,SEN,1996,2.91,0.0069428927334964745,0.0072453704472156995,0.014188263180712176,0.004235082849178845,5824891951,1.40 %,80678972.0,39.0
1541,Serbia,SRB,1996,3.52,0.008824301022643982,0.010828973400814932,0.019653274423458916,0.005862958538507661,5824891951,1.40 %,80678972.0,39.0
1542,Seychelles,SYC,1996,3.86,6.633599442710074e-05,7.213867716942995e-05,0.0001384746715965307,3.469592255102759e-05,5824891951,1.40 %,80678972.0,39.0
1543,Sierra Leone,SLE,1996,3.62,0.0031838530492940987,0.0036801884361682986,0.006864041485462396,0.002061789317471925,5824891951,1.40 %,80678972.0,39.0
1544,Singapore,SGP,1996,3.0,0.0036399473463812585,0.0034910003775278607,0.00713094772390912,0.0018869191209826787,5824891951,1.40 %,80678972.0,39.0
1545,Slovakia,SVK,1996,3.69,0.004669168154326164,0.00593037609806129,0.010599544252387455,0.0029644498379125385,5824891951,1.40 %,80678972.0,39.0
1546,Slovenia,SVN,1996,3.65,0.0018397594479259381,0.0024493844898789267,0.004289143937804865,0.001507118084566853,5824891951,1.40 %,80678972.0,39.0
1547,Solomon Islands,SLB,1996,3.99,0.0003872346506981585,0.0003632513732098925,0.0007504860239080511,0.0001601574772283703,5824891951,1.40 %,80678972.0,39.0
1548,Somalia,SOM,1996,3.37,0.00930345154139667,0.009007257206031564,0.018310708747428232,0.004935696703363622,5824891951,1.40 %,80678972.0,39.0
1549,South Africa,ZAF,1996,3.87,0.03475633568880942,0.04333742189958779,0.0780937575883972,0.025638930516876123,5824891951,1.40 %,80678972.0,39.0
1550,South Asia (WB),,1996,2.99,1.4376846421266776,1.4075083913947093,2.845193033521387,0.7854167662654383,5824891951,1.40 %,80678972.0,39.0
1551,South Korea,KOR,1996,3.47,0.04150119899794859,0.04186805558824691,0.0833692545861955,0.016054254874881543,5824891951,1.40 %,80678972.0,39.0
1552,South Sudan,SSD,1996,4.82,0.006115821598009929,0.005979441385864773,0.012095262983874703,0.003686626323826208,5824891951,1.40 %,80678972.0,39.0
1553,South-East Asia Region (WHO),,1996,3.07,1.5874824422129439,1.5993950408643383,3.186877483077282,0.8412889786150816,5824891951,1.40 %,80678972.0,39.0
1554,Spain,ESP,1996,5.03,0.04885254565986369,0.062118662980157315,0.110971208640021,0.02988003922890277,5824891951,1.40 %,80678972.0,39.0
1555,Sri Lanka,LKA,1996,3.96,0.017243701830856502,0.019621256662173577,0.03686495849303008,0.010170763766670253,5824891951,1.40 %,80678972.0,39.0
1556,Sub-Saharan Africa (WB),,1996,3.51,0.5352771220871698,0.5693836088119396,1.1046607308991094,0.34612822297139295,5824891951,1.40 %,80678972.0,39.0
1557,Sudan,SDN,1996,4.79,0.031506455663695795,0.032117282444678256,0.06362373810837404,0.014615344064087689,5824891951,1.40 %,80678972.0,39.0
1558,Suriname,SUR,1996,4.22,0.000517297149088354,0.0005147734971264534,0.0010320706462148073,0.000298632148824901,5824891951,1.40 %,80678972.0,39.0
1559,Sweden,SWE,1996,5.19,0.009679956379331644,0.012701626162747686,0.022381582542079326,0.007304289995060889,5824891951,1.40 %,80678972.0,39.0
1560,Switzerland,CHE,1996,7.14,0.008928371622596644,0.011441070591628558,0.0203694422142252,0.0060424125110093395,5824891951,1.40 %,80678972.0,39.0
1561,Syria,SYR,1996,5.52,0.018439311991282632,0.01878374756483101,0.037223059556113644,0.00819780013117706,5824891951,1.40 %,80678972.0,39.0
1562,Taiwan,TWN,1996,3.97,0.01847031685824313,0.019508482038107424,0.03797879889635055,0.009613277030896122,5824891951,1.40 %,80678972.0,39.0
1563,Tajikistan,TJK,1996,2.47,0.004966856079627905,0.004898271116445641,0.009865127196073548,0.002189122151495167,5824891951,1.40 %,80678972.0,39.0
1564,Tanzania,TZA,1996,3.73,0.026474001800758897,0.029689580760431176,0.05616358256119007,0.017483809288945898,5824891951,1.40 %,80678972.0,39.0
1565,Thailand,THA,1996,3.39,0.06543081025469824,0.0636737476197007,0.12910455787439892,0.030182413936419468,5824891951,1.40 %,80678972.0,39.0
1566,Timor,TLS,1996,3.7,0.000763687985531871,0.0007929932501506758,0.0015566812356825467,0.00034459008285216516,5824891951,1.40 %,80678972.0,39.0
1567,Togo,TGO,1996,3.55,0.003609337336530451,0.004027491015686996,0.007636828352217447,0.0022373290542775943,5824891951,1.40 %,80678972.0,39.0
1568,Tokelau,TKL,1996,4.14,1.3734160336873862e-06,1.47642223621394e-06,2.849838269901326e-06,6.867080168436931e-07,5824891951,1.40 %,80678972.0,39.0
1569,Tonga,TON,1996,4.12,8.719475043872793e-05,8.920337138799572e-05,0.00017639812182672365,3.728824531461253e-05,5824891951,1.40 %,80678972.0,39.0
1570,Trinidad and Tobago,TTO,1996,3.9,0.0015652650858930927,0.0015200453629839357,0.003085310448877028,0.0008325819673217146,5824891951,1.40 %,80678972.0,39.0
1571,Tunisia,TUN,1996,5.17,0.011745024727584,0.012835002027319149,0.02458002675490315,0.007334281967696537,5824891951,1.40 %,80678972.0,39.0
1572,Turkey,TUR,1996,4.19,0.07379038162694325,0.08120130020931954,0.15499168183626277,0.04250832497545155,5824891951,1.40 %,80678972.0,39.0
1573,Turkmenistan,TKM,1996,2.38,0.00337609695860949,0.003389419094136258,0.006765516052745749,0.0017859558748062347,5824891951,1.40 %,80678972.0,39.0
1574,Tuvalu,TUV,1996,4.16,8.618185611388348e-06,9.837092341285903e-06,1.8455277952674252e-05,4.686782214958205e-06,5824891951,1.40 %,80678972.0,39.0
1575,Uganda,UGA,1996,3.9,0.02091695451605468,0.023022384127997023,0.0439393386440517,0.017564909505735138,5824891951,1.40 %,80678972.0,39.0
1576,Ukraine,UKR,1996,3.28,0.048806828073642325,0.0665099719031681,0.11531679997681041,0.046930226740612715,5824891951,1.40 %,80678972.0,39.0
1577,United Arab Emirates,ARE,1996,4.31,0.0036817506969066176,0.0019027820761717681,0.005584532773078386,0.0017574059890059582,5824891951,1.40 %,80678972.0,39.0
1578,United Kingdom,GBR,1996,4.71,0.06641953245734979,0.07780940896632264,0.14422894142367243,0.048388142195772726,5824891951,1.40 %,80678972.0,39.0
1579,United States,USA,1996,5.93,0.33943323183197704,0.39882101153845073,0.7382542433704278,0.2161250218184519,5824891951,1.40 %,80678972.0,39.0
1580,United States Virgin Islands,VIR,1996,4.47,0.0001223713686015461,0.00013452610049967945,0.0002568974691012256,6.118568430077305e-05,5824891951,1.40 %,80678972.0,39.0
1581,Uruguay,URY,1996,5.4,0.0031101177759855067,0.0040849684766968136,0.00719508625268232,0.001470842733577085,5824891951,1.40 %,80678972.0,39.0
1582,Uzbekistan,UZB,1996,2.11,0.01990905599203277,0.019785465716701325,0.039694521708734096,0.010473653505199585,5824891951,1.40 %,80678972.0,39.0
1583,Vanuatu,VUT,1996,4.0,0.00016273263229153417,0.00015626040923278234,0.0003189930415243165,7.097127354079568e-05,5824891951,1.40 %,80678972.0,39.0
1584,Venezuela,VEN,1996,3.9,0.023051346038607402,0.02316212920942471,0.04621347524803212,0.010147827718907675,5824891951,1.40 %,80678972.0,39.0
1585,Vietnam,VNM,1996,2.3,0.05388724849155575,0.07107082903553759,0.12495807752709336,0.028325332278768652,5824891951,1.40 %,80678972.0,39.0
1586,Wales,,1996,4.6,0.0031905312847579034,0.0038652219113068315,0.0070557531960647344,0.00245477514781115,5824891951,1.40 %,80678972.0,39.0
1587,Western Pacific Region (WHO),,1996,3.61,1.668277417288697,1.6179686042729138,3.286246021561611,0.8468703353635821,5824891951,1.40 %,80678972.0,39.0
1588,World,OWID_WRL,1996,3.9,6.069114396865488,6.443503281388163,12.512617678253651,3.392167076439561,5824891951,1.40 %,80678972.0,39.0
1589,World Bank High Income,,1996,5.13,1.1477265426103354,1.3689823377120356,2.5167088803223705,0.7042989525832665,5824891951,1.40 %,80678972.0,39.0
1590,World Bank Low Income,,1996,3.64,0.3625006125027777,0.38498836010426113,0.7474889726070388,0.22508479316511876,5824891951,1.40 %,80678972.0,39.0
1591,World Bank Lower Middle Income,,1996,3.26,2.2402201980347085,2.3026779230981824,4.542898121132891,1.2211266852390066,5824891951,1.40 %,80678972.0,39.0
1592,World Bank Upper Middle Income,,1996,4.05,2.315224851112436,2.3831232951225605,4.698348146234997,1.2398394100271957,5824891951,1.40 %,80678972.0,39.0
1593,Yemen,YEM,1996,4.87,0.019739267434868167,0.020343845172897355,0.04008311260776552,0.009831736018754523,5824891951,1.40 %,80678972.0,39.0
1594,Zambia,ZMB,1996,3.79,0.007422626954063478,0.007905914888617648,0.015328541842681126,0.004399927108622173,5824891951,1.40 %,80678972.0,39.0
1595,Zimbabwe,ZWE,1996,3.26,0.009029661055081089,0.009031309154321513,0.018060970209402602,0.004604154072831487,5824891951,1.40 %,80678972.0,39.0
1596,Afghanistan,AFG,1997,4.78,0.02497794349024953,0.024532917305128268,0.0495108607953778,0.011379251306831695,5905045788,1.38 %,80153837.0,40.0
1597,African Region (WHO),,1997,3.53,0.5366135359084535,0.5745739697556431,1.1111875056640967,0.35188578964495576,5905045788,1.38 %,80153837.0,40.0
1598,Albania,ALB,1997,3.9,0.003029866429885844,0.0032902031072277946,0.0063200695371136385,0.0013055106220625974,5905045788,1.38 %,80153837.0,40.0
1599,Algeria,DZA,1997,4.86,0.03352587043479162,0.035946004082026264,0.06947187451681788,0.017973069779691944,5905045788,1.38 %,80153837.0,40.0
1600,American Samoa,ASM,1997,4.15,4.7806572571152426e-05,4.697677375571266e-05,9.478334632686508e-05,2.125301047707981e-05,5905045788,1.38 %,80153837.0,40.0
1601,Andorra,AND,1997,5.92,7.862767143034386e-05,8.706113694236439e-05,0.00016568880837270825,4.65026030040328e-05,5905045788,1.38 %,80153837.0,40.0
1602,Angola,AGO,1997,4.0,0.012186256056851426,0.013009602763134408,0.025195858819985834,0.009620450380832847,5905045788,1.38 %,80153837.0,40.0
1603,Antigua and Barbuda,ATG,1997,4.45,7.53423455079905e-05,8.557088600851336e-05,0.00016091323151650385,3.40725554421391e-05,5905045788,1.38 %,80153837.0,40.0
1604,Argentina,ARG,1997,5.4,0.035659604948011625,0.04260510570659101,0.07826471065460264,0.015699708914771925,5905045788,1.38 %,80153837.0,40.0
1605,Armenia,ARM,1997,3.31,0.0029378434347205437,0.003396942330364873,0.006334785765085418,0.0015835609639137315,5905045788,1.38 %,80153837.0,40.0
1606,Australia,AUS,1997,5.76,0.025876649476710204,0.028025218760589908,0.053901868237300116,0.015100086129933325,5905045788,1.38 %,80153837.0,40.0
1607,Austria,AUT,1997,6.33,0.00892768691262856,0.011591713672923682,0.020519400585552242,0.00540383616751051,5905045788,1.38 %,80153837.0,40.0
1608,Azerbaijan,AZE,1997,2.67,0.006536613158604013,0.0070711390731048466,0.013607752231708861,0.0032478833676403665,5905045788,1.38 %,80153837.0,40.0
1609,Bahamas,BHS,1997,4.43,0.00032783827077752036,0.00034130133319128805,0.0006691396039688084,0.00014174318541287491,5905045788,1.38 %,80153837.0,40.0
1610,Bahrain,BHR,1997,5.14,0.0008258530373990048,0.0006791479937631941,0.001505001031162199,0.0005084803924978473,5905045788,1.38 %,80153837.0,40.0
1611,Bangladesh,BGD,1997,3.01,0.12281818397984622,0.11291983566918957,0.2357380196490358,0.07433590115288027,5905045788,1.38 %,80153837.0,40.0
1612,Barbados,BRB,1997,4.44,0.00028433310431089245,0.0003136131482271243,0.0005979462525380168,0.00014152303470673782,5905045788,1.38 %,80153837.0,40.0
1613,Belarus,BLR,1997,3.76,0.010226322058791799,0.012925522128059747,0.023151844186851542,0.008149047734361106,5905045788,1.38 %,80153837.0,40.0
1614,Belgium,BEL,1997,5.47,0.011188685468665497,0.012758698696816947,0.023947384165482446,0.0064455893089511804,5905045788,1.38 %,80153837.0,40.0
1615,Belize,BLZ,1997,4.2,0.00025747471816216845,0.0002312937188015586,0.000488768436963727,9.776384819456713e-05,5905045788,1.38 %,80153837.0,40.0
1616,Benin,BEN,1997,3.19,0.0047204714409913055,0.005229036506837668,0.009949507947828973,0.0029662259411425244,5905045788,1.38 %,80153837.0,40.0
1617,Bermuda,BMU,1997,4.47,7.143043680663158e-05,8.181138933448012e-05,0.00015324182614111172,4.1303659405257096e-05,5905045788,1.38 %,80153837.0,40.0
1618,Bhutan,BTN,1997,3.24,0.0006300713209643278,0.0005524597297161551,0.001182531050680483,0.0003309203806634395,5905045788,1.38 %,80153837.0,40.0
1619,Bolivia,BOL,1997,5.81,0.008388944265371715,0.009338301848913624,0.01772724611428534,0.003737904970162104,5905045788,1.38 %,80153837.0,40.0
1620,Bosnia and Herzegovina,BIH,1997,3.76,0.0037844583771752456,0.004698625717074626,0.008483084094249872,0.0024075850569848286,5905045788,1.38 %,80153837.0,40.0
1621,Botswana,BWA,1997,3.62,0.0012864252493074825,0.0014559074236936299,0.0027423326730011124,0.0008918135758916152,5905045788,1.38 %,80153837.0,40.0
1622,Brazil,BRA,1997,6.77,0.19047660939153416,0.24228057687670548,0.43275718626823967,0.11046959217922325,5905045788,1.38 %,80153837.0,40.0
1623,Brunei,BRN,1997,3.07,0.00027361345838898684,0.00023230979898372975,0.0005059232573727166,7.593505894759034e-05,5905045788,1.38 %,80153837.0,40.0
1624,Bulgaria,BGR,1997,3.61,0.007189393871639865,0.009343771747227643,0.01653316561886751,0.00502102795887753,5905045788,1.38 %,80153837.0,40.0
1625,Burkina Faso,BFA,1997,3.08,0.008976932932124456,0.009549714265484033,0.01852664719760849,0.005327833369884108,5905045788,1.38 %,80153837.0,40.0
1626,Burundi,BDI,1997,3.6,0.005236132133443163,0.005822681353271159,0.011058813486714322,0.003645221522878393,5905045788,1.38 %,80153837.0,40.0
1627,Cambodia,KHM,1997,4.51,0.01090521603250945,0.013585161382325255,0.024490377414834702,0.004945431593323998,5905045788,1.38 %,80153837.0,40.0
1628,Cameroon,CMR,1997,3.2,0.01066738553120259,0.011625396730962656,0.022292782262165245,0.007144042826175627,5905045788,1.38 %,80153837.0,40.0
1629,Canada,CAN,1997,4.47,0.032601085056988555,0.036374569768196356,0.0689756548251849,0.018879650387564447,5905045788,1.38 %,80153837.0,40.0
1630,Cape Verde,CPV,1997,3.15,0.0003490066079060859,0.0003792349933256775,0.0007282416012317634,0.0002556119044948547,5905045788,1.38 %,80153837.0,40.0
1631,Central African Republic,CAF,1997,4.23,0.0033365363635347984,0.003566339831402506,0.0069028761949373055,0.0025404544754734086,5905045788,1.38 %,80153837.0,40.0
1632,Chad,TCD,1997,3.25,0.00611869937967702,0.006842571836125447,0.012961271215802466,0.004247519985530043,5905045788,1.38 %,80153837.0,40.0
1633,Chile,CHL,1997,5.79,0.01448173360040337,0.021846858539549735,0.03632859213995311,0.010434415280100449,5905045788,1.38 %,80153837.0,40.0
1634,China,CHN,1997,3.74,1.2910358486114417,1.2253992534155773,2.5164351020270193,0.6680340409919274,5905045788,1.38 %,80153837.0,40.0
1635,Colombia,COL,1997,5.01,0.0344275230537806,0.039175852026433096,0.0736033750802137,0.014382987541366039,5905045788,1.38 %,80153837.0,40.0
1636,Comoros,COM,1997,3.54,0.00044341739149948825,0.0004737643196069998,0.000917181711106488,0.00028851596772749697,5905045788,1.38 %,80153837.0,40.0
1637,Congo,COG,1997,3.77,0.0027012660989716953,0.0030159969353992077,0.005717263034370903,0.002303386034303177,5905045788,1.38 %,80153837.0,40.0
1638,Cook Islands,COK,1997,4.15,1.7341101775720896e-05,1.7341101775720896e-05,3.468220355144179e-05,9.483415033597364e-06,5905045788,1.38 %,80153837.0,40.0
1639,Costa Rica,CRI,1997,4.22,0.0035287956686712823,0.003806337970431331,0.007335133639102614,0.0017198003816731792,5905045788,1.38 %,80153837.0,40.0
1640,Cote d'Ivoire,CIV,1997,3.2,0.012680460522789769,0.012292317893200391,0.02497277841599016,0.0072523061695859625,5905045788,1.38 %,80153837.0,40.0
1641,Croatia,HRV,1997,3.79,0.004183625476741181,0.00553812809825413,0.009721753574995311,0.003201211417939305,5905045788,1.38 %,80153837.0,40.0
1642,Cuba,CUB,1997,4.39,0.01428076987503962,0.015685111229488066,0.029965881104527685,0.009468969760340833,5905045788,1.38 %,80153837.0,40.0
1643,Cyprus,CYP,1997,6.89,0.0010006526980718478,0.0012048001413397338,0.0022054528394115816,0.0004787431124996384,5905045788,1.38 %,80153837.0,40.0
1644,Czechia,CZE,1997,3.44,0.008830464973864484,0.011554288052880378,0.020384753026744862,0.006598560180377047,5905045788,1.38 %,80153837.0,40.0
1645,Democratic Republic of Congo,COD,1997,3.84,0.04443506611468124,0.04682900182788557,0.0912640679425668,0.03136959587619712,5905045788,1.38 %,80153837.0,40.0
1646,Denmark,DNK,1997,5.32,0.005275996345923677,0.0072343723543706415,0.01251036870029432,0.004228790240838688,5905045788,1.38 %,80153837.0,40.0
1647,Djibouti,DJI,1997,3.3,0.0005167445113128393,0.0004549668362368336,0.0009717113475496728,0.00031059877702001656,5905045788,1.38 %,80153837.0,40.0
1648,Dominica,DMA,1997,4.39,8.174365065566871e-05,8.030420373092626e-05,0.00016204785438659496,3.446205284530471e-05,5905045788,1.38 %,80153837.0,40.0
1649,Dominican Republic,DOM,1997,4.6,0.009416827912325749,0.009850423195397584,0.019267251107723333,0.004581895038812864,5905045788,1.38 %,80153837.0,40.0
1650,East Asia & Pacific (WB),,1997,3.61,1.9596914597201427,1.953457265893092,3.913148725613235,0.9742600153399521,5905045788,1.38 %,80153837.0,40.0
1651,Eastern Mediterranean Region (WHO),,1997,4.73,0.5186758765231102,0.5116917985869478,1.030367675110058,0.25682457925760627,5905045788,1.38 %,80153837.0,40.0
1652,Ecuador,ECU,1997,5.24,0.012357973607638349,0.013582265553806067,0.025940239161444417,0.005667525909453625,5905045788,1.38 %,80153837.0,40.0
1653,Egypt,EGY,1997,4.36,0.07376555841195791,0.07512234721388074,0.14888790562583865,0.035936046496240985,5905045788,1.38 %,80153837.0,40.0
1654,El Salvador,SLV,1997,4.38,0.005166784661009981,0.0063541759618951825,0.011520960622905165,0.0029968607586349848,5905045788,1.38 %,80153837.0,40.0
1655,England,,1997,4.68,0.055360552946825,0.06436168552195483,0.11972223846877986,0.04029482726171877,5905045788,1.38 %,80153837.0,40.0
1656,Equatorial Guinea,GNQ,1997,3.89,0.0004958471288995193,0.0005789455531314163,0.0010747926820309356,0.00039760910995327234,5905045788,1.38 %,80153837.0,40.0
1657,Eritrea,ERI,1997,3.75,0.0033060200887302586,0.003450388147947075,0.006756408236677335,0.0021197464760454453,5905045788,1.38 %,80153837.0,40.0
1658,Estonia,EST,1997,3.65,0.0013408702124021532,0.0018860649688157846,0.0032269351812179376,0.0013111837364130528,5905045788,1.38 %,80153837.0,40.0
1659,Eswatini,SWZ,1997,3.58,0.0007373693882016008,0.0008446335860994682,0.0015820029743010692,0.0004850258749593967,5905045788,1.38 %,80153837.0,40.0
1660,Ethiopia,ETH,1997,3.62,0.05981899424350408,0.060654330695936676,0.12047332493944077,0.03533261341071925,5905045788,1.38 %,80153837.0,40.0
1661,Europe & Central Asia (WB),,1997,4.51,0.8718761182957316,1.0997960783297485,1.9716721966254802,0.5945390816671513,5905045788,1.38 %,80153837.0,40.0
1662,European Region (WHO),,1997,4.51,0.8806009278653202,1.1096861286522508,1.9902870565175708,0.6003813394985991,5905045788,1.38 %,80153837.0,40.0
1663,Fiji,FJI,1997,4.09,0.0007271239130313751,0.0007363871773588354,0.0014635110903902105,0.0003507847482248854,5905045788,1.38 %,80153837.0,40.0
1664,Finland,FIN,1997,4.02,0.006009419956084514,0.006615562588758711,0.012624982544843222,0.004681691047371773,5905045788,1.38 %,80153837.0,40.0
1665,France,FRA,1997,6.84,0.0672082172176376,0.09447191775102964,0.16168013496866723,0.046985698326646064,5905045788,1.38 %,80153837.0,40.0
1666,G20,,1997,3.93,4.2275027656398585,4.5137164988905925,8.741219264530452,2.3699108359902863,5905045788,1.38 %,80153837.0,40.0
1667,Gabon,GAB,1997,3.97,0.0010831076048550363,0.0011619215576521116,0.0022450291625071474,0.0009051072916083543,5905045788,1.38 %,80153837.0,40.0
1668,Gambia,GMB,1997,3.31,0.0010041581747003382,0.0012650875654818886,0.0022692457401822267,0.0008268183135720674,5905045788,1.38 %,80153837.0,40.0
1669,Georgia,GEO,1997,2.68,0.0043179851461636115,0.005235454746655048,0.00955343989281866,0.003074827977946917,5905045788,1.38 %,80153837.0,40.0
1670,Germany,DEU,1997,6.63,0.08195001654066768,0.11784286269449669,0.19979287923516434,0.05125166016748252,5905045788,1.38 %,80153837.0,40.0
1671,Ghana,GHA,1997,2.98,0.014488151840220752,0.015355088386318877,0.029843240226539627,0.009694844384837479,5905045788,1.38 %,80153837.0,40.0
1672,Greece,GRC,1997,6.02,0.013807191836799352,0.017686196474925624,0.031493388311724976,0.011536946951104658,5905045788,1.38 %,80153837.0,40.0
1673,Greenland,GRL,1997,5.16,8.118480655547459e-05,8.09646558493375e-05,0.00016214946240481208,6.46565689254906e-05,5905045788,1.38 %,80153837.0,40.0
1674,Grenada,GRD,1997,4.37,0.00011175188536912324,0.0001093810316107239,0.00022113291697984714,4.782350724085529e-05,5905045788,1.38 %,80153837.0,40.0
1675,Guam,GUM,1997,4.15,0.00014198027078871482,0.0001356636389895509,0.00027764390977826574,7.864460610004673e-05,5905045788,1.38 %,80153837.0,40.0
1676,Guatemala,GTM,1997,4.19,0.008837814620515522,0.010132148360574236,0.018969962981089758,0.004884466782393728,5905045788,1.38 %,80153837.0,40.0
1677,Guinea,GIN,1997,3.34,0.00602257819444363,0.006855662335805752,0.012878240530249382,0.003950824572336068,5905045788,1.38 %,80153837.0,40.0
1678,Guinea-Bissau,GNB,1997,3.08,0.0009097135217675302,0.0010209573670455678,0.001930670888813098,0.0005868032398735399,5905045788,1.38 %,80153837.0,40.0
1679,Guyana,GUY,1997,4.43,0.0009518131106488212,0.0009636673794408179,0.0019154804900896392,0.0005456350578259056,5905045788,1.38 %,80153837.0,40.0
1680,Haiti,HTI,1997,4.51,0.008795274730221956,0.009119912348425638,0.017915187078647594,0.0038276079155781136,5905045788,1.38 %,80153837.0,40.0
