CCN;CODCNH;Nombre Centro;Dirección;Teléfono;Cód. Municipio;Municipio;Cód. Provincia;Provincia;Cód. CCAA;CCAA;Código Postal;CAMAS;Cód. Clase de Centro;Clase de Centro;Cód. Dep. Funcional;Dependencia Funcional;Forma parte Complejo;CODIDCOM;Nombre del Complejo;ALTA;Email
1328000033;280800;HOSPITAL DE GUADARRAMA;PASEO MOLINO DEL REY 2;918562000;280685;Guadarrama;28;MADRID;13;MADRID;28440;144;C13;Hospitales de media y larga estancia;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328020933;281438;INSTITUTO PSIQUIATRICO SERVICIOS DE SALUD MENTAL JOSE GERMAIN - 2 ARAGON;CALLE ARAGON 17;000000000;280745;Leganés;28;MADRID;13;MADRID;28913;139;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281427;Instituto Psiquiátrico Servicios De Salud Mental José Germain;N;
1328000049;280843;INSTITUTO PSIQUIATRICO SERVICIOS DE SALUD MENTAL JOSE GERMAIN - 1 LUNA;CALLE LUNA 1;915856500;280745;Leganés;28;MADRID;13;MADRID;28911;42;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281427;Instituto Psiquiátrico Servicios De Salud Mental José Germain;N;DESVIAT@IPSQGERMAIN.ES
1328000042;280838;HOSPITAL UNIVERSITARIO SEVERO OCHOA;AVENIDA ORELLANA S/N;914818000;280745;Leganés;28;MADRID;13;MADRID;28911;386;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;EAREAS@HSO.ES
1328021504;281383;FRATERNIDAD MUPRESPA, MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL Nº 275;PASEO DE LA HABANA 83;000000000;280796;Madrid;28;MADRID;13;MADRID;28036;50;C12;Hospitales especializados;21;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;N;;;N;
1328020928;281416;CLINICA SAN VICENTE;AVENIDA DEL VENTISQUERO DE LA CONDESA 46;000000000;280796;Madrid;28;MADRID;13;MADRID;28035;45;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;
1328020032;281393;CLINICA UNIVERSIDAD DE NAVARRA;CALLE DEL MARQUESADO DE SANTA MARTA 1;000000000;280796;Madrid;28;MADRID;13;MADRID;28022;72;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000077;281247;HOSPITAL PARDO DE ARAVACA;CALLE DE LA SALLE 12;917402682;280796;Madrid;28;MADRID;13;MADRID;28023;98;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000069;281113;HOSPITAL MD ANDERSON CANCER CENTER MADRID;CALLE DE GOMEZ HEMANS 2;913834980;280796;Madrid;28;MADRID;13;MADRID;28033;99;C12;Hospitales especializados;20;PRIVADOS;N;;;N;
1328000063;281034;CLINICA ISADORA S.A.;CALLE DE LOS PIRINEOS 7;913111000;280796;Madrid;28;MADRID;13;MADRID;28040;20;C190;Otros Centros con Internamiento;20;PRIVADOS;N;;;N;
1328000056;280528;HOSPITAL UNIVERSITARIO VIRGEN DE LA PALOMA, S.L.;CALLE DE LA LOMA 1;915348207;280796;Madrid;28;MADRID;13;MADRID;28003;92;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000051;280395;CLINICA SAN MIGUEL;CALLE DE ARTURO SORIA 204;914135011;280796;Madrid;28;MADRID;13;MADRID;28043;145;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
1328000040;280339;HOSPITAL SAN RAFAEL;CALLE DE SERRANO 199;915649943;280796;Madrid;28;MADRID;13;MADRID;28016;188;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000025;280954;HOSPITAL UNIVERSITARIO HM MADRID;PLAZA DEL CONDE DEL VALLE DE SUCHIL 16;914476600;280796;Madrid;28;MADRID;13;MADRID;28015;99;C11;Hospitales Generales;20;PRIVADOS;N;;;N;CONTABILIDAD@HOSPITALDEMADRID.COM
1328000014;280468;HOSPITAL SAN CAMILO;CALLE DE JUAN BRAVO 39;914022100;280796;Madrid;28;MADRID;13;MADRID;28006;74;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000008;280604;HOSPITAL UNIVERSITARIO LA ZARZUELA;CALLE DE PLEYADES 25;915858000;280796;Madrid;28;MADRID;13;MADRID;28023;116;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000007;280534;CLINICA LA LUZ, S.L.;CALLE DEL MAESTRO ANGEL LLORCA 8;915530500;280796;Madrid;28;MADRID;13;MADRID;28003;152;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000006;280549;HOSPITAL FUENSANTA;CALLE DE ARTURO SORIA 17;914079295;280796;Madrid;28;MADRID;13;MADRID;28027;20;C11;Hospitales Generales;20;PRIVADOS;N;;;N;FUENSANTA@TECNIVIA.COM
1328000078;281225;HOSPITAL UNIVERSITARIO HM SANCHINARRO;CALLE DE OÑA 10;000000000;280796;Madrid;28;MADRID;13;MADRID;28050;198;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000064;281049;HOSPITAL HLA UNIVERSITARIO MONCLOA;AVENIDA DE VALLADOLID 83;915954500;280796;Madrid;28;MADRID;13;MADRID;28008;235;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000059;280382;HOSPITAL SAN FRANCISCO DE ASIS;CALLE DE JOAQUIN COSTA 28;915630360;280796;Madrid;28;MADRID;13;MADRID;28002;168;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000015;280376;HOSPITAL VIAMED SANTA ELENA, S.L;CALLE DE LA GRANJA 8;914539400;280796;Madrid;28;MADRID;13;MADRID;28003;82;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000009;280421;HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ;AVENIDA DE LOS REYES CATOLICOS 2;915504800;280796;Madrid;28;MADRID;13;MADRID;28040;651;C11;Hospitales Generales;20;PRIVADOS;N;;;N;RVELEZ@FJD.ES
1328000074;281179;HOSPITAL UNIVERSITARIO LA MORALEJA;AVENIDA DE FRANCISCO PI Y MARGALL 81;913244805;280796;Madrid;28;MADRID;13;MADRID;28050;123;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000030;280565;HOSPITAL RUBER INTERNACIONAL;CALLE DE LA MASO 38;913875000;280796;Madrid;28;MADRID;13;MADRID;28034;143;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000053;280587;HOSPITAL LA MILAGROSA S.A.;CALLE DE MODESTO LAFUENTE 14;914472100;280796;Madrid;28;MADRID;13;MADRID;28010;142;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000018;280360;HOSPITAL BEATA MARIA ANA;CALLE DEL DOCTOR ESQUERDO 83;914097423;280796;Madrid;28;MADRID;13;MADRID;28007;163;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000079;281214;HOSPITAL CENTRO DE CUIDADOS LAGUNA;CALLE DEL CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 128;000000000;280796;Madrid;28;MADRID;13;MADRID;28047;47;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;
1328000065;281087;CLINICA CEMTRO;AVENIDA DEL VENTISQUERO DE LA CONDESA 42;917355757;280796;Madrid;28;MADRID;13;MADRID;28035;94;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000052;280679;SANATORIO ESQUERDO, S.A.;AVENIDA DE LOS POBLADOS 70;917061100;280796;Madrid;28;MADRID;13;MADRID;28044;120;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
1328000046;280650;CLINICA LOPEZ IBOR;CALLE DEL DOCTOR JUAN JOSE LOPEZ IBOR 2;913162740;280796;Madrid;28;MADRID;13;MADRID;28035;67;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
1328000054;280647;CLINICA DR. LEON;PLAZA DE MARIANO DE CAVIA 3;914332948;280796;Madrid;28;MADRID;13;MADRID;28007;96;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
1328000011;280626;HOSPITAL HM NUEVO BELEN;CALLE DE JOSE SILVA 7;917444100;280796;Madrid;28;MADRID;13;MADRID;28043;60;C12;Hospitales especializados;20;PRIVADOS;N;;;N;
1328000013;280552;HOSPITAL RUBER JUAN BRAVO;CALLE DE JUAN BRAVO 49;914026100;280796;Madrid;28;MADRID;13;MADRID;28006;173;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000010;280474;HOSPITAL NUESTRA SEÑORA DE AMERICA;CALLE DE ARTURO SORIA 103-105-107;914130061;280796;Madrid;28;MADRID;13;MADRID;28043;100;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000061;280455;CLINICA SEAR;CARRETERA DE COLMENAR VIEJO KM.16;917340500;280796;Madrid;28;MADRID;13;MADRID;28049;297;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;
1328000058;280442;HOSPITAL VIRGEN DEL MAR;CALLE DE HONDURAS 14;913539500;280796;Madrid;28;MADRID;13;MADRID;28016;76;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000050;280409;CLINICA NUESTRA SEÑORA DE LA PAZ;CALLE DE LOPEZ DE HOYOS 259;914156000;280796;Madrid;28;MADRID;13;MADRID;28043;99;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
1328000060;280357;HOSPITAL QUIRONSALUD SAN JOSE;CALLE DE CARTAGENA 111;914153100;280796;Madrid;28;MADRID;13;MADRID;28002;84;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000024;280344;HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS;CALLE DE SAN BERNABE 13;913657600;280796;Madrid;28;MADRID;13;MADRID;28005;74;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000029;280416;FUNDACION INSTITUTO SAN JOSE;CALLE DEL PINAR DE SAN JOSE 98;915080140;280796;Madrid;28;MADRID;13;MADRID;28054;285;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;PALOMA@OHSJD.ES
1328000057;280323;SANATORIO NUESTRA SEÑORA DEL ROSARIO;CALLE DEL PRINCIPE DE VERGARA 53;914359100;280796;Madrid;28;MADRID;13;MADRID;28006;165;C11;Hospitales Generales;20;PRIVADOS;N;;;N;S.ROSARIO@FUTURMET.ES
1328019438;280724;HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA;GLORIETA DEL EJERCITO S/N;914222000;280796;Madrid;28;MADRID;13;MADRID;28047;475;C11;Hospitales Generales;7;MINISTERIO DE DEFENSA;N;;;N;
1328000023;280127;HOSPITAL UNIVERSITARIO DE LA PRINCESA;CALLE DE DIEGO DE LEON 62;915202200;280796;Madrid;28;MADRID;13;MADRID;28006;524;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000017;280035;HOSPITAL UNIVERSITARIO 12 DE OCTUBRE;AVENIDA DE CORDOBA S/N;913908000;280796;Madrid;28;MADRID;13;MADRID;28041;1196;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000039;280029;HOSPITAL UNIVERSITARIO RAMON Y CAJAL;CARRETERA DE COLMENAR VIEJO KM.9,1;913368000;280796;Madrid;28;MADRID;13;MADRID;28034;857;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000083;281304;EMPRESA PUBLICA HOSPITAL DEL SUR HOSPITAL INFANTA CRISTINA;PASEO CASTELLANA 83;911913000;280796;Madrid;28;MADRID;13;MADRID;28046;188;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000036;280262;HOSPITAL PSIQUIATRICO DOCTOR RODRIGUEZ LAFORA;CARRETERA DE COLMENAR VIEJO K.13,8;915867500;280796;Madrid;28;MADRID;13;MADRID;28049;334;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000028;280133;HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS;AVENIDA DE MENENDEZ PELAYO 65;915035900;280796;Madrid;28;MADRID;13;MADRID;28009;170;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000041;280112;HOSPITAL UNIVERSITARIO SANTA CRISTINA;CALLE DE O'DONNELL 59;915574300;280796;Madrid;28;MADRID;13;MADRID;28009;156;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000043;280072;HOSPITAL UNIVERSITARIO CLINICO SAN CARLOS;CALLE DEL PROFESOR MARTIN LAGOS S/N;913303000;280796;Madrid;28;MADRID;13;MADRID;28040;861;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;MAHCSCGC@INSALUD.ES
1328000031;280014;HOSPITAL UNIVERSITARIO LA PAZ;PASEO DE LA CASTELLANA 261;917277000;280796;Madrid;28;MADRID;13;MADRID;28046;1044;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281168;Complejo Hospitalario La Paz;N;
1328000027;280246;HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑON;CALLE DEL DOCTOR ESQUERDO 46;915868000;280796;Madrid;28;MADRID;13;MADRID;28009;1143;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;280225;Complejo Hospitalario Gregorio Marañón;N;AMACHO@PGOB.HGGM.ES
1328000019;280210;HOSPITAL DE CANTOBLANCO;CARRETERA DE COLMENAR VIEJO K.14,8;915867575;280796;Madrid;28;MADRID;13;MADRID;28049;131;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281168;Complejo Hospitalario La Paz;N;
1328000016;280164;HOSPITAL CARLOS III;CALLE DE SINESIO DELGADO 8-10;914532500;280796;Madrid;28;MADRID;13;MADRID;28029;95;C190;Otros Centros con Internamiento;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281168;Complejo Hospitalario La Paz;N;
1328000086;281270;HOSPITAL UNIVERSITARIO INFANTA LEONOR;AVENIDA DE LA GRAN VIA DEL ESTE 80;911918000;280796;Madrid;28;MADRID;13;MADRID;28031;269;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281405;Complejo Hospitalario Infanta Leonor;N;
1328000048;280259;INSTITUTO PROVINCIAL DE REHABILITACION;CALLE DE FRANCISCO SILVELA 40;915868967;280796;Madrid;28;MADRID;13;MADRID;28028;96;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;280225;Complejo Hospitalario Gregorio Marañón;N;
1328023076;281445;SERVICIO MADRILEÑO DE SALUD;AVENIDA DE MANUEL FRAGA IRIBARNE 2;000000000;280796;Madrid;28;MADRID;13;MADRID;28055;652;C190;Otros Centros con Internamiento;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000044;280091;HOSPITAL VIRGEN DE LA TORRE;CALLE DEL PUERTO DE LUMBRERAS 5;913315814;280796;Madrid;28;MADRID;13;MADRID;28031;92;C13;Hospitales de media y larga estancia;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;281405;Complejo Hospitalario Infanta Leonor;N;
1328000020;280148;HOSPITAL CENTRAL DE LA CRUZ ROJA, SAN JOSE Y SANTA ADELA;AVENIDA DE LA REINA VICTORIA 22-26;914538300;280796;Madrid;28;MADRID;13;MADRID;28003;156;C190;Otros Centros con Internamiento;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000001;280856;FREMAP HOSPITAL MAJADAHONDA;CARRETERA M-515 (POZUELO) 61;917461540;280800;Majadahonda;28;MADRID;13;MADRID;28220;116;C12;Hospitales especializados;21;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;N;;;N;IGNACIO_LORENZO@FREMAP.ES
1328000087;281315;HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA;CALLE MANUEL DE FALLA 1;911916000;280800;Majadahonda;28;MADRID;13;MADRID;28222;613;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328016888;281360;HOSPITAL UNIVERSITARIO HM PUERTA DEL SUR;AVENIDA DE CARLOS V 70;000000000;280920;Móstoles;28;MADRID;13;MADRID;28938;182;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000026;280894;HOSPITAL UNIVERSITARIO DE MOSTOLES;CALLE RIO JUCAR S/N;916648600;280920;Móstoles;28;MADRID;13;MADRID;28935;328;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;SECREGER@CHM.ES
1328000090;281348;HOSPITAL UNIVERSITARIO REY JUAN CARLOS;CALLE GLADIOLO S/N;000000000;280920;Móstoles;28;MADRID;13;MADRID;28933;382;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000076;281203;HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID;CALLE DIEGO DE VELAZQUEZ 1;000000000;281150;Pozuelo de Alarcón;28;MADRID;13;MADRID;28223;278;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000021;280920;HOSPITAL EL ESCORIAL;CARRETERA DE M-600 (GUADARRAMA) KM.6,255;918973000;281317;San Lorenzo de El Escorial;28;MADRID;13;MADRID;28200;91;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000082;281258;HOSPITAL UNIVERSITARIO INFANTA SOFIA;PASEO EUROPA 34;911914000;281343;San Sebastián de los Reyes;28;MADRID;13;MADRID;28702;276;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328023818;281456;IDCQ HOSPITALES Y SANIDAD, S.L.U.;AVENIDA CONSTITUCION 249;000000000;281489;Torrejón de Ardoz;28;MADRID;13;MADRID;28850;26;C11;Hospitales Generales;20;PRIVADOS;N;;;S;
1328000089;281337;HOSPITAL UNIVERSITARIO DE TORREJON;CALLE MATEO INURRIA 1;000000000;281489;Torrejón de Ardoz;28;MADRID;13;MADRID;28850;250;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000072;281157;HOSPITAL UNIVERSITARIO HM TORRELODONES;AVENIDA CASTILLO DE OLIVARES S/N;912675000;281527;Torrelodones;28;MADRID;13;MADRID;28250;86;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
1328000080;281236;HOSPITAL UNIVERSITARIO INFANTA ELENA;AVENIDA REYES CATOLICOS 21;000000000;281610;Valdemoro;28;MADRID;13;MADRID;28342;182;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
1328000035;280936;HOSPITAL VIRGEN DE LA POVEDA;CARRETERA M-952 (ACCESO AL HOSPITAL) KM.5;918608000;281718;Villa del Prado;28;MADRID;13;MADRID;28630;202;C13;Hospitales de media y larga estancia;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0129001087;290154;HOSPITAL  DE ANTEQUERA;AVENIDA POETA MUÃOZ ROJAS S/N;951061008;290154;Antequera;29;MALAGA;01;ANDALUCÍA;29200;159;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;INFORMACION2.HAN.SSPA@JUNTADEANDALUCIA.E
0129001929;290393;FUNDACION CUDECA. CENTRO DE CUIDADOS PALIATIVOS;AVENIDA DEL COSMOS S/N;952564910;290252;Benalmádena;29;MALAGA;01;ANDALUCÍA;29631;15;C12;Hospitales especializados;20;PRIVADOS;N;;;N;
0129001928;290405;HOSPITAL VITHAS XANIT INTERNACIONAL;AVENIDA DE LOS ARGONAUTAS S/N;952443119;290252;Benalmádena;29;MALAGA;01;ANDALUCÍA;29630;125;C11;Hospitales Generales;20;PRIVADOS;N;;;N;XANIT@XANIT.NET
0129001851;290382;CLINICAS DEL SUR, SLU;CARRETERA NACIONAL 340 S/N;952760600;290516;Estepona;29;MALAGA;01;ANDALUCÍA;29680;74;C11;Hospitales Generales;20;PRIVADOS;N;;;N;ESTEPONA@HOSPITEN.COM
0129007460;290528;HOSPITAL DE ALTA RESOLUCION DE ESTEPONA;CALLE IRENE VILLA GONZALEZ 9;951976617;290516;Estepona;29;MALAGA;01;ANDALUCÍA;29680;14;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;S;GERENCIA@HCS.ES
0129001079;290081;HOSPITAL VITHAS PARQUE SAN ANTONIO;AVENIDA PINTOR JOAQUIN SOROLLA 2;952211050;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29016;100;C11;Hospitales Generales;20;PRIVADOS;N;;;N;JMTAMARA@PARQUESANANTONIO.NEHOS.COM
0129002504;290449;HOSPITAL QUIRONSALUD MALAGA;AVENIDA IMPERIO ARGENTINA 1;952176016;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29004;121;C11;Hospitales Generales;20;PRIVADOS;N;;;N;DIRECCION.MLG@QUIRONSALUD.ES
0129001095;290416;COMUNIDAD TERAPEUTICA SAN ANTONIO;CALLE EXTREMADURA 8;952201464;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29018;35;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
0129001085;290075;CENTRO ASISTENCIAL HNAS. HOSPITALARIAS DEL  SAGRADO CORAZON DE JESUS;CALLE SAN JUAN BOSCO 41;952256150;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29014;321;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;
0129001082;290108;HOSPITAL DR. GALVEZ, S.A.;CALLE SAN AGUSTIN 1;952224295;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29015;62;C11;Hospitales Generales;20;PRIVADOS;N;;;N;GERENTE@HOSPITALGALVEZ.COM
0129001091;290136;HOSPITAL PSIQUIATRICO SAN FRANCISCO DE ASIS;AVENIDA HERNAN NUÑEZ DE TOLEDO 5;952201464;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29018;150;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;HOSPITAL@HOSPITALSANFRANCISCO.COM
0129001090;290069;CENTRO ASISTENCIAL SAN JUAN DE DIOS;CAMINO CASABERMEJA 126;952250550;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29014;398;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;CENTRO11@MALAGA1.BETICA.SANJUANDEDIOS-OH
0129001080;290141;CLINICA NUESTRA SEÃORA DEL PILAR;PASEO DE SANCHA 15;952217606;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29016;24;C11;Hospitales Generales;20;PRIVADOS;N;;;N;DIRECCION@CLINICADELPILAR.COM
0129001084;290094;HOSPITAL EL ANGEL;CALLE CORREGIDOR NICOLAS ISIDRO 16;952045000;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29007;138;C11;Hospitales Generales;20;PRIVADOS;N;;;N;ELANGEL@ANALIZALAB.COM
0129001081;290115;CLINICA DE LA ENCARNACION;CALLE FERNANDEZ DE ALARCON 2;952287766;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29007;105;C11;Hospitales Generales;20;PRIVADOS;N;;;N;INFO@CLINICADELAENCARNACION.COM
0129001071;290038;HOSPITAL CIVIL;PLAZA DEL HOSPITAL CIVIL S/N;951030300;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29009;201;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;290234;Hospital Universitario Regional De Malaga;N;
0129007432;290517;HOSPITAL VALLE DE GUADALHORCE DE CARTAMA;CARRETERA AUTOVIA A-357 MÃALAGA - CAMPIÃAA, KM 49 S/N;951291105;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29570;28;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;290252;Hospital Universitario Virgen De La Victoria;N;
0129001073;290022;HOSPITAL UNIVERSITARIO VIRGEN DE LA VICTORIA;CALLE CAMPUS UNIVERSITARIO TEATINOS S/N;951032000;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29010;657;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;290252;Hospital Universitario Virgen De La Victoria;N;
0129001070;290265;HOSPITAL MATERNO INFANTIL DEL H.U.R.  DE  MALAGA;CALLE ARROYO DE LOS ANGELES S/N;951030200;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29009;349;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;290234;Hospital Universitario Regional De Malaga;N;
0129001068;290017;HOSPITAL UNIVERSITARIO REGIONAL DE MALAGA;AVENIDA CARLOS HAYA S/N;951030100;290672;Málaga;29;MALAGA;01;ANDALUCÍA;29010;523;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;290234;Hospital Universitario Regional De Malaga;N;
0129001088;290173;HOSPITAL QUIRONSALUD MARBELLA;AVENIDA SEVERO OCHOA 22;952774200;290691;Marbella;29;MALAGA;01;ANDALUCÍA;29603;75;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
0129001092;290359;HC MARBELLA INTERNATIONAL HOSPITAL;CALLE VENTURA DEL MAR 11;952908628;290691;Marbella;29;MALAGA;01;ANDALUCÍA;29660;12;C11;Hospitales Generales;20;PRIVADOS;N;;;N;BDC@MARBELLAHIGHCARE.COM
0129003159;290472;CENTRO DE REPRODUCCION ASISTIDA DE MARBELLA (CERAM);CALLE MAESTRA DOÑA CAROLA 8;952829035;290691;Marbella;29;MALAGA;01;ANDALUCÍA;29602;22;C11;Hospitales Generales;20;PRIVADOS;N;;;N;CERAM@CERAM.ES
