,Region,SubRegion,Country,Code,Year,DrugGroup,Drug Type,Trends overall,Group Age 0-17,Group Age 18-24,Group Age 25+
404,Americas,Central America,El Salvador,SLV,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),Stable situation (+-5%),,
405,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Cannabis-type,,Large increase (>10%),,,
406,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Cannabis-type,Marijuana (herb),Large increase (>10%),,,
407,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Cannabis-type,Hashish (resin),Stable situation (+-5%),,,
408,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Opioids,,Not known,,,
409,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Opioids,Pharmaceutical opioids,Not known,,,
410,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Cocaine-type,,Stable situation (+-5%),,,
411,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Cocaine-type,Cocaine salts,Stable situation (+-5%),,,
412,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Cocaine-type,Crack,Small increase (5-10%),,,
413,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,ATS,,Small increase (5-10%),,,
414,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,ATS,Methamphetamine,Small increase (5-10%),,,
415,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,ATS,Ecstasy-type substances,Stable situation (+-5%),,,
416,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,ATS,Prescription stimulants,Stable situation (+-5%),,,
417,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Sedatives and Tranquillizers,,Small increase (5-10%),,,
418,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Sedatives and Tranquillizers,Benzodiazepines,Small increase (5-10%),,,
419,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Hallucinogens,,Stable situation (+-5%),,,
420,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Hallucinogens,LSD,Stable situation (+-5%),,,
421,Americas,Central America (excluding Mexico),Guatemala,GTM,2019,Solvents and Inhallants,Solvents and inhalants,Small increase (5-10%),,,
422,Americas,Central America (excluding Mexico),Honduras,HND,2019,Cannabis-type,,Small decrease (5-10%),,,
423,Americas,Central America (excluding Mexico),Honduras,HND,2019,Cannabis-type,Marijuana (herb),Small decrease (5-10%),,,
424,Americas,Central America (excluding Mexico),Honduras,HND,2019,Cannabis-type,Hashish (resin),Not known,,,
425,Americas,Central America (excluding Mexico),Honduras,HND,2019,Opioids,,Stable situation (+-5%),,,
426,Americas,Central America (excluding Mexico),Honduras,HND,2019,Opioids,Heroin,Stable situation (+-5%),,,
427,Americas,Central America (excluding Mexico),Honduras,HND,2019,Cocaine-type,,Small increase (5-10%),,,
428,Americas,Central America (excluding Mexico),Honduras,HND,2019,Cocaine-type,Cocaine salts,Small increase (5-10%),,,
429,Americas,Central America (excluding Mexico),Honduras,HND,2019,Cocaine-type,Crack,Small increase (5-10%),,,
430,Americas,Central America (excluding Mexico),Honduras,HND,2019,ATS,,Stable situation (+-5%),,,
431,Americas,Central America (excluding Mexico),Honduras,HND,2019,ATS,Ecstasy-type substances,Small increase (5-10%),,,
432,Americas,Central America (excluding Mexico),Honduras,HND,2019,Sedatives and Tranquillizers,,Stable situation (+-5%),,,
433,Americas,Central America (excluding Mexico),Honduras,HND,2019,Hallucinogens,,Stable situation (+-5%),,,
434,Americas,Central America (excluding Mexico),Honduras,HND,2019,Hallucinogens,Other Hallucinogens,Small decrease (5-10%),,,
435,Americas,Central America (excluding Mexico),Honduras,HND,2019,Solvents and Inhallants,Solvents and inhalants,Stable situation (+-5%),,,
436,Americas,North America,Canada,CAN,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),,,Small increase (5-10%)
437,Americas,North America,Canada,CAN,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),,,Stable situation (+-5%)
438,Americas,North America,Canada,CAN,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),,,
439,Americas,North America,Canada,CAN,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),,,
440,Americas,North America,Canada,CAN,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),,,
441,Americas,North America,Canada,CAN,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),,,
442,Americas,North America,Canada,CAN,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),,,
443,Americas,North America,Canada,CAN,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Stable situation (+-5%),,,
444,Americas,North America,Canada,CAN,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),,,
445,Americas,North America,Mexico,MEX,2020,Any drug,Any drug,Large increase (>10%),Large increase (>10%),Large increase (>10%),Stable situation (+-5%)
446,Americas,North America,Mexico,MEX,2020,Cannabis-type drugs,Cannabis herb (marijuana),Large increase (>10%),Large increase (>10%),Large increase (>10%),Small increase (5-10%)
447,Americas,North America,Mexico,MEX,2020,Cannabis-type drugs,Cannabis-type drugs,Large increase (>10%),Large increase (>10%),Large increase (>10%),Small increase (5-10%)
448,Americas,North America,Mexico,MEX,2020,Amphetamine-type stimulants,Amphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
449,Americas,North America,Mexico,MEX,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%)
450,Americas,North America,Mexico,MEX,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
451,Americas,North America,Mexico,MEX,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),Large increase (>10%),Small increase (5-10%),Stable situation (+-5%)
452,Americas,North America,Mexico,MEX,2020,Cocaine-type drugs,Cocaine hydrochloride,Stable situation (+-5%),Stable situation (+-5%),Large increase (>10%),Stable situation (+-5%)
453,Americas,North America,Mexico,MEX,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),Stable situation (+-5%),Large increase (>10%),Stable situation (+-5%)
454,Americas,North America,Mexico,MEX,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),Large increase (>10%),Small increase (5-10%),Stable situation (+-5%)
455,Americas,North America,Mexico,MEX,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
456,Americas,North America,Mexico,MEX,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%)
457,Americas,North America,Mexico,MEX,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),Large increase (>10%),Small increase (5-10%),Stable situation (+-5%)
458,Americas,North America,Mexico,MEX,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
459,Americas,North America,Mexico,MEX,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
460,Americas,North America,Mexico,MEX,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),Large increase (>10%),Large increase (>10%),Stable situation (+-5%)
461,Americas,North America,Mexico,MEX,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
462,Americas,Northern America (including Mexico),United States of America,USA,2019,Cannabis-type,,Large increase (>10%),,,
463,Americas,Northern America (including Mexico),United States of America,USA,2019,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
464,Americas,Northern America (including Mexico),United States of America,USA,2019,Opioids,,Large increase (>10%),,,
465,Americas,Northern America (including Mexico),United States of America,USA,2019,Opioids,Heroin,Stable situation (+-5%),,,
466,Americas,Northern America (including Mexico),United States of America,USA,2019,Opioids,Pharmaceutical opioids,Large decrease (>10%),,,
467,Americas,Northern America (including Mexico),United States of America,USA,2019,Cocaine-type,,Large decrease (>10%),,,
468,Americas,Northern America (including Mexico),United States of America,USA,2019,Cocaine-type,Cocaine salts,Large decrease (>10%),,,
469,Americas,Northern America (including Mexico),United States of America,USA,2019,Cocaine-type,Crack,Stable situation (+-5%),,,
470,Americas,Northern America (including Mexico),United States of America,USA,2019,ATS,,Small decrease (5-10%),,,
471,Americas,Northern America (including Mexico),United States of America,USA,2019,ATS,Methamphetamine,Large increase (>10%),,,
472,Americas,Northern America (including Mexico),United States of America,USA,2019,ATS,Ecstasy-type substances,Stable situation (+-5%),,,
473,Americas,Northern America (including Mexico),United States of America,USA,2019,ATS,Prescription stimulants,Small decrease (5-10%),,,
474,Americas,Northern America (including Mexico),United States of America,USA,2019,Sedatives and Tranquillizers,,Small decrease (5-10%),,,
475,Americas,Northern America (including Mexico),United States of America,USA,2019,Sedatives and Tranquillizers,Benzodiazepines,Small decrease (5-10%),,,
476,Americas,Northern America (including Mexico),United States of America,USA,2019,Sedatives and Tranquillizers,Barbiturates,Stable situation (+-5%),,,
477,Americas,Northern America (including Mexico),United States of America,USA,2019,Hallucinogens,,Small increase (5-10%),,,
478,Americas,Northern America (including Mexico),United States of America,USA,2019,Hallucinogens,LSD,Stable situation (+-5%),,,
479,Americas,Northern America (including Mexico),United States of America,USA,2019,Hallucinogens,Other Hallucinogens,Stable situation (+-5%),,,
480,Americas,South America,Argentina,ARG,2020,Any drug,Any drug,Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
481,Americas,South America,Argentina,ARG,2020,Cannabis-type drugs,Cannabis herb (marijuana),Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
482,Americas,South America,Argentina,ARG,2020,Cocaine-type drugs,Cocaine hydrochloride,Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
483,Americas,South America,Argentina,ARG,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,Large increase (>10%),Small increase (5-10%),Large decrease (>10%),Large increase (>10%)
484,Americas,South America,Argentina,ARG,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
485,Americas,South America,Argentina,ARG,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Large decrease (>10%),Large increase (>10%),Large decrease (>10%),Large decrease (>10%)
486,Americas,South America,Argentina,ARG,2020,Solvents and inhalants,Solvents and inhalants,Large increase (>10%),Small decrease (5-10%),Large increase (>10%),Large increase (>10%)
487,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Cannabis-type,,Small increase (5-10%),,,
488,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
489,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Cocaine-type,,Small increase (5-10%),,,
490,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Cocaine-type,Cocaine salts,Small increase (5-10%),,,
491,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Cocaine-type,Other coca/cocaine type,Small increase (5-10%),,,
492,Americas,South America,Bolivia (Plurinational State of),BOL,2018,ATS,,Small increase (5-10%),,,
493,Americas,South America,Bolivia (Plurinational State of),BOL,2018,ATS,Prescription stimulants,Small increase (5-10%),,,
494,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Sedatives and Tranquillizers,,Small increase (5-10%),,,
495,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Sedatives and Tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),,,
496,Americas,South America,Bolivia (Plurinational State of),BOL,2018,Solvents and Inhallants,Solvents and inhalants,Small increase (5-10%),,,
497,Americas,South America,Chile,CHL,2020,Any drug,Any drug,Small decrease (5-10%),,,
498,Americas,South America,Chile,CHL,2020,Cannabis-type drugs,Cannabis-type drugs,Small decrease (5-10%),,,
499,Americas,South America,Chile,CHL,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small decrease (5-10%),,,
500,Americas,South America,Chile,CHL,2020,Cannabis-type drugs,Cannabis resin (hashish),Large decrease (>10%),,,
501,Americas,South America,Chile,CHL,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small increase (5-10%),,,
502,Americas,South America,Chile,CHL,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Small increase (5-10%),,,
503,Americas,South America,Chile,CHL,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),,,
504,Americas,South America,Chile,CHL,2020,Cocaine-type drugs,Cocaine-type drugs,Large decrease (>10%),,,
505,Americas,South America,Chile,CHL,2020,Cocaine-type drugs,Cocaine hydrochloride,Large decrease (>10%),,,
506,Americas,South America,Chile,CHL,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Large decrease (>10%),,,
507,Americas,South America,Chile,CHL,2020,Cocaine-type drugs,Other smokable forms of cocaine,Large decrease (>10%),,,
508,Americas,South America,Chile,CHL,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Large decrease (>10%),,,
509,Americas,South America,Chile,CHL,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Large increase (>10%),,,
510,Americas,South America,Chile,CHL,2020,“Ecstasy”-type substances,MDMA,Large increase (>10%),,,
511,Americas,South America,Chile,CHL,2020,Amphetamine-type stimulants,Amphetamine,Large decrease (>10%),,,
512,Americas,South America,Chile,CHL,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),,,
513,Americas,South America,Chile,CHL,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,Small decrease (5-10%),,,
514,Americas,South America,Chile,CHL,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Large increase (>10%),,,
515,Americas,South America,Chile,CHL,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Large increase (>10%),,,
516,Americas,South America,Chile,CHL,2020,Hallucinogens,LSD,Small increase (5-10%),,,
517,Americas,South America,Chile,CHL,2020,Hallucinogens,Hallucinogens,Large increase (>10%),,,
518,Americas,South America,Chile,CHL,2020,Solvents and inhalants,Solvents and inhalants,Large increase (>10%),,,
519,Americas,South America,Chile,CHL,2020,New psychoactive substances,New psychoactive substances,Large decrease (>10%),,,
520,Americas,South America,Chile,CHL,2020,New psychoactive substances,Ketamine,Stable situation (+-5%),,,
521,Americas,South America,Chile,CHL,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Large decrease (>10%),,,
522,Americas,South America,Chile,CHL,2020,New psychoactive substances,Other new psychoactive substances,Stable situation (+-5%),,,
523,Americas,South America,Chile,CHL,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Large increase (>10%),,,
524,Americas,South America,Colombia,COL,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),,,
525,Americas,South America,Colombia,COL,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),,,
526,Americas,South America,Colombia,COL,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),,,
527,Americas,South America,Colombia,COL,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),,,
528,Americas,South America,Colombia,COL,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),,,
529,Americas,South America,Colombia,COL,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
530,Americas,South America,Colombia,COL,2020,Solvents and inhalants,Solvents and inhalants,Large decrease (>10%),,,
531,Americas,South America,Colombia,COL,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),,,
532,Americas,South America,Colombia,COL,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),,,
533,Americas,South America,Colombia,COL,2020,Hallucinogens,LSD,Stable situation (+-5%),,,
534,Americas,South America,Colombia,COL,2020,Hallucinogens,Other hallucinogens,Large decrease (>10%),,,
535,Americas,South America,Colombia,COL,2020,Any drug,Any drug,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Stable situation (+-5%)
536,Americas,South America,Colombia,COL,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Stable situation (+-5%)
537,Americas,South America,Colombia,COL,2020,Cannabis-type drugs,Cannabis-type drugs,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Stable situation (+-5%)
538,Americas,South America,Colombia,COL,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
539,Americas,South America,Colombia,COL,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
540,Americas,South America,Colombia,COL,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
541,Americas,South America,Colombia,COL,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
542,Americas,South America,Colombia,COL,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
543,Americas,South America,Colombia,COL,2020,Cocaine-type drugs,Cocaine-type drugs,Small decrease (5-10%),Small increase (5-10%),Small decrease (5-10%),Small decrease (5-10%)
544,Americas,South America,Colombia,COL,2020,Cocaine-type drugs,Cocaine hydrochloride,Small decrease (5-10%),Small increase (5-10%),Small decrease (5-10%),Small decrease (5-10%)
545,Americas,South America,Colombia,COL,2020,Cocaine-type drugs,Other smokable forms of cocaine,Large decrease (>10%),Large decrease (>10%),Large decrease (>10%),Stable situation (+-5%)
546,Americas,South America,Ecuador,ECU,2018,Cannabis-type,,Stable situation (+-5%),,,
547,Americas,South America,Ecuador,ECU,2018,Cannabis-type,Marijuana (herb),Stable situation (+-5%),,,
548,Americas,South America,Ecuador,ECU,2018,Opioids,,Not known,,,
549,Americas,South America,Ecuador,ECU,2018,Opioids,Opium,Stable situation (+-5%),,,
550,Americas,South America,Ecuador,ECU,2018,Opioids,Heroin,Not known,,,
551,Americas,South America,Ecuador,ECU,2018,Cocaine-type,,Stable situation (+-5%),,,
552,Americas,South America,Ecuador,ECU,2018,Cocaine-type,Cocaine salts,Stable situation (+-5%),,,
553,Americas,South America,Ecuador,ECU,2018,Cocaine-type,Crack,Not known,,,
554,Americas,South America,Ecuador,ECU,2018,ATS,,Stable situation (+-5%),,,
555,Americas,South America,Ecuador,ECU,2018,ATS,Amphetamine,Stable situation (+-5%),,,
556,Americas,South America,Ecuador,ECU,2018,ATS,Ecstasy-type substances,Stable situation (+-5%),,,
557,Americas,South America,Ecuador,ECU,2018,Solvents and Inhallants,Solvents and inhalants,Not known,,,
558,Americas,South America,Peru,PER,2020,Any drug,Any drug,Small increase (5-10%),,,
559,Americas,South America,Peru,PER,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),,,
560,Americas,South America,Peru,PER,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small increase (5-10%),,,
561,Americas,South America,Peru,PER,2020,Cannabis-type drugs,Other types of cannabis products excluding synthetic cannabinoids,Stable situation (+-5%),,,
562,Americas,South America,Peru,PER,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,Stable situation (+-5%),,,
563,Americas,South America,Peru,PER,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Small decrease (5-10%),,,
564,Americas,South America,Peru,PER,2020,“Ecstasy”-type substances,MDMA,Small decrease (5-10%),,,
565,Americas,South America,Peru,PER,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Small increase (5-10%),,,
566,Americas,South America,Peru,PER,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Small increase (5-10%),,,
567,Americas,South America,Peru,PER,2020,Hallucinogens,Hallucinogens,Small decrease (5-10%),,,
568,Americas,South America,Peru,PER,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),,,
569,Americas,South America,Peru,PER,2020,Cocaine-type drugs,Cocaine-type drugs,Small decrease (5-10%),,,
570,Americas,South America,Peru,PER,2020,Cocaine-type drugs,Cocaine hydrochloride,Small decrease (5-10%),,,
571,Americas,South America,Peru,PER,2020,Cocaine-type drugs,Other smokable forms of cocaine,Small decrease (5-10%),,,
572,Americas,South America,Peru,PER,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small increase (5-10%),,,
573,Americas,South America,Peru,PER,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Small increase (5-10%),,,
574,Americas,South America,Suriname,SUR,2017,Cannabis-type,,Small increase (5-10%),,,
575,Americas,South America,Suriname,SUR,2017,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
576,Americas,South America,Suriname,SUR,2017,Cocaine-type,Cocaine salts,Small increase (5-10%),,,
577,Americas,South America,Suriname,SUR,2017,ATS,Ecstasy-type substances,Small increase (5-10%),,,
578,Americas,South America,Uruguay,URY,2019,Cannabis-type,,Small increase (5-10%),,,
579,Americas,South America,Uruguay,URY,2019,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
580,Americas,South America,Uruguay,URY,2019,Cannabis-type,Hashish (resin),Small increase (5-10%),,,
581,Americas,South America,Uruguay,URY,2019,Cocaine-type,,Stable situation (+-5%),,,
582,Americas,South America,Uruguay,URY,2019,Cocaine-type,Cocaine salts,Stable situation (+-5%),,,
583,Americas,South America,Uruguay,URY,2019,Cocaine-type,Coca paste/cocaine base,Stable situation (+-5%),,,
584,Americas,South America,Uruguay,URY,2019,ATS,,Small increase (5-10%),,,
585,Americas,South America,Uruguay,URY,2019,ATS,Amphetamine,Stable situation (+-5%),,,
586,Americas,South America,Uruguay,URY,2019,ATS,Methamphetamine,Stable situation (+-5%),,,
587,Americas,South America,Uruguay,URY,2019,ATS,Ecstasy-type substances,Small increase (5-10%),,,
588,Americas,South America,Uruguay,URY,2019,ATS,Prescription stimulants,Stable situation (+-5%),,,
589,Americas,South America,Uruguay,URY,2019,Sedatives and Tranquillizers,,Stable situation (+-5%),,,
590,Americas,South America,Uruguay,URY,2019,Hallucinogens,,Stable situation (+-5%),,,
591,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Cannabis-type,,Not known,,,
592,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Cannabis-type,Marijuana (herb),Not known,,,
593,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Opioids,,Not known,,,
594,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Opioids,Heroin,Not known,,,
595,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Cocaine-type,,Not known,,,
596,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Cocaine-type,Cocaine salts,Not known,,,
597,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Cocaine-type,Crack,Not known,,,
598,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Cocaine-type,Other coca/cocaine type,Not known,,,
599,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,ATS,,Not known,,,
600,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,ATS,Ecstasy-type substances,Not known,,,
601,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Sedatives and Tranquillizers,,Not known,,,
602,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Sedatives and Tranquillizers,Benzodiazepines,Not known,,,
603,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Hallucinogens,,Not known,,,
604,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Hallucinogens,LSD,Not known,,,
605,Americas,South America,Venezuela (Bolivarian Republic of),VEN,2019,Solvents and Inhallants,Solvents and inhalants,Not known,,,
606,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Any drug,Any drug,Large decrease (>10%),Stable situation (+-5%),Small increase (5-10%),Small decrease (5-10%)
607,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),,,
608,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),,,
609,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Cocaine-type drugs,Cocaine-type drugs,Small decrease (5-10%),,,
610,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Small decrease (5-10%),,,
611,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Small decrease (5-10%),,,
612,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Small decrease (5-10%),,,
613,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Hallucinogens,Hallucinogens,Small decrease (5-10%),,,
614,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),,,
615,Asia,Central Asia and Transcaucasia,Armenia,ARM,2020,New psychoactive substances,New psychoactive substances,Small increase (5-10%),,,
616,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2020,Any drug,Any drug,Small increase (5-10%),Stable situation (+-5%),Large increase (>10%),Stable situation (+-5%)
617,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),Large increase (>10%),Small increase (5-10%),
618,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Cannabis-type,,Small increase (5-10%),,,
619,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
620,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Cannabis-type,Hashish (resin),Small increase (5-10%),,,
621,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Opioids,,Small increase (5-10%),,,
622,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Opioids,Opium,Small increase (5-10%),,,
623,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Opioids,Heroin,Small increase (5-10%),,,
624,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,Opioids,Pharmaceutical opioids,Small increase (5-10%),,,
625,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,ATS,,Small increase (5-10%),,,
626,Asia,Central Asia and Transcaucasia,Azerbaijan,AZE,2018,ATS,Amphetamine,Small increase (5-10%),,,
